Master	Node 1	Node 2	Node 3	Node 4	Node 5	Node 6	Node 7
1.398200	0.918154	1.033953	1.278988	0.992205	1.016845	1.367877	0.974340	
1.428964	0.932690	1.010407	1.369518	0.974195	1.051878	1.397772	0.982948	
1.616798	0.985206	1.009626	1.412249	0.971594	0.991453	1.231042	0.991955	
1.685656	1.056416	1.133975	1.490249	0.960301	0.995017	1.486101	0.977654	
1.543628	0.897905	0.961159	1.610687	1.156961	0.972042	1.414153	0.964342	
1.243106	0.900747	0.949748	1.458366	0.952748	0.969690	1.248220	0.968615	
1.385988	0.912092	1.004722	1.451051	1.118560	0.992248	1.388574	0.937537	
1.513306	0.929669	1.024126	1.324202	0.976704	0.961791	1.423981	0.965128	
1.669258	0.912344	0.973953	1.514165	0.957662	0.987857	1.301685	1.027240	
1.652481	0.926276	0.992621	1.580409	0.956339	1.048939	1.457401	0.963475	
1.403905	0.934933	1.041776	1.585498	0.954042	0.992556	1.546622	0.948275	
1.375909	0.928733	1.059603	1.279836	0.954183	0.963653	1.380301	0.993022	
1.544212	0.923246	1.052285	1.248947	0.969013	0.980196	1.141556	0.977211	
1.643973	0.913014	1.060002	1.534970	0.962265	1.049700	1.136629	0.986113	
1.381895	0.920926	1.057231	1.554297	0.994965	0.992331	1.437060	1.015848	
1.195586	0.914979	1.039551	1.274827	0.949863	0.979398	1.386898	0.954179	
1.385114	0.894932	1.021383	1.139170	0.947577	0.967320	1.178295	0.940246	
1.627322	0.927924	1.041765	1.365605	0.970420	1.049438	1.233963	0.957490	
1.350025	0.947653	1.042418	1.501548	0.951424	0.971922	1.226638	0.969591	
1.265260	0.926219	1.043134	1.256861	0.954793	0.970476	1.391473	1.018587	
1.506587	0.924129	1.004120	1.323406	0.950754	0.989020	1.184327	0.946204	
1.225243	0.917685	0.986873	1.450548	0.940353	0.989287	1.277921	0.967212	
1.550090	0.912527	1.029330	1.330187	0.960371	0.980593	1.356964	0.957415	
1.251994	0.903195	1.024882	1.479606	0.960864	0.991916	1.258160	0.963441	
1.594052	0.907745	1.033067	1.242992	0.946874	0.975043	1.451004	0.983413	
1.329261	0.941706	1.009283	1.327258	0.950245	1.044565	1.167200	0.945498	
1.473782	0.910057	1.003445	1.414919	1.008723	0.972642	1.220806	0.934557	
1.590306	0.937201	1.037395	1.402898	0.950755	0.980822	1.351584	0.947100	
1.345787	0.914809	1.052809	1.391788	0.945282	0.986351	1.305557	0.960015	
1.339641	0.913340	1.021255	1.221026	0.946142	0.955532	1.217026	0.960787	
1.332525	0.909620	1.023944	1.395791	0.943875	0.985089	1.125751	0.960615	
1.399016	0.922577	1.039378	1.222098	0.957998	0.975442	1.292831	0.963914	
1.468058	0.907694	1.022012	1.427059	0.946884	1.064263	1.202890	0.972510	
1.549660	0.926884	1.011448	1.492900	0.946422	1.015615	1.402675	0.957334	
1.413990	0.920399	1.018873	1.571957	0.954007	1.006034	1.471783	0.960489	
1.379357	0.902128	1.029989	1.283983	0.949781	0.993853	1.498926	0.962887	
1.569133	0.929536	1.029444	1.408427	0.974287	0.970842	1.223136	0.956442	
1.585481	0.926942	1.046831	1.488797	1.044933	0.981242	1.347158	0.964742	
1.511828	0.913717	1.066740	1.494499	0.955740	0.982081	1.477744	0.968598	
1.495056	0.922674	1.051470	1.351461	0.958154	0.986613	1.326257	0.959585	
1.453211	0.914143	1.037369	1.474175	0.942388	0.970133	1.284199	0.951019	
1.521842	0.918358	1.050368	1.244707	0.931593	0.997401	1.394793	1.006189	
1.363228	0.901155	1.054328	1.456717	0.964291	0.986110	1.158690	0.989450	
1.324882	0.908388	1.050470	1.288626	0.943901	1.044953	1.348524	0.968739	
1.385132	0.944803	1.047425	1.349965	0.946240	1.050486	1.235142	0.967435	
1.269604	0.906247	1.034931	1.259636	1.014868	0.988599	1.228607	0.962643	
1.445700	0.929377	1.044648	1.351762	0.972251	0.984319	1.240571	0.968503	
1.244681	0.930802	1.057150	1.408193	0.947186	0.974322	1.236690	0.957312	
1.359600	0.947938	1.035782	1.164271	0.955825	1.039943	1.388630	0.965070	
1.307028	0.908059	1.005176	1.432819	0.951678	0.980061	1.189860	1.030526	
1.453797	0.904612	1.017962	1.241069	0.972492	0.989132	1.432533	0.964600	
1.489148	0.911557	1.016077	1.438406	0.971802	0.959475	1.226364	0.963709	
1.326621	0.892591	0.936680	1.374687	0.951095	0.984090	1.208546	0.962102	
