bytes_written	total_items	curr_connections	threads	cmd_set	cmd_get	get_misses	get_hits	bytes_read
17197379096	690998	18	8	693132	10683247	2043875	8639372	2210374992	365882
17197758721	690998	15	8	693132	10683465	2043899	8639566	2210396710	365882
17198064921	691001	17	8	693135	10683666	2043928	8639738	2210418038	365879
17198534841	691001	13	8	693135	10683894	2043961	8639933	2210440608	365879
17198877834	691002	15	8	693136	10684106	2043988	8640118	2210462180	365878
17199156033	691002	12	8	693136	10684316	2044023	8640293	2210483407	365878
17199608846	691002	14	8	693136	10684543	2044056	8640487	2210506193	365878
17200013298	691002	14	8	693136	10684764	2044088	8640676	2210527807	365878
17200258704	691002	16	8	693136	10684976	2044118	8640858	2210550149	365878
17200730611	691002	15	8	693136	10685197	2044156	8641041	2210572098	365878
17200993057	691002	16	8	693136	10685422	2044192	8641230	2210594632	365878
17201339128	691002	17	8	693136	10685656	2044228	8641428	2210617697	365878
17201700993	691002	17	8	693136	10685866	2044252	8641614	2210638992	365878
17202218253	691002	16	8	693136	10686100	2044296	8641804	2210662354	365878
17202549046	691002	14	8	693136	10686317	2044333	8641984	2210684234	365878
17202907222	691002	10	8	693136	10686550	2044379	8642171	2210707106	365878
17203220616	691002	16	8	693136	10686770	2044409	8642361	2210729071	365878
17203533001	691002	13	8	693136	10686987	2044444	8642543	2210751002	365878
17204022334	691002	15	8	693136	10687212	2044465	8642747	2210773442	365878
17204568918	691002	17	8	693136	10687434	2044498	8642936	2210795099	365878
17205020799	691002	17	8	693136	10687675	2044535	8643140	2210818543	365878
17205398907	691002	19	8	693136	10687893	2044560	8643333	2210840877	365878
17205675230	691002	16	8	693136	10688127	2044605	8643522	2210863891	365878
17206150819	691002	14	8	693136	10688351	2044636	8643715	2210886195	365878
17206429995	691002	14	8	693136	10688570	2044669	8643901	2210908495	365878
17206828754	691002	18	8	693136	10688795	2044707	8644088	2210930948	365878
17207370369	691002	16	8	693136	10689023	2044743	8644280	2210953457	365878
17207723047	691002	15	8	693136	10689232	2044769	8644463	2210974548	365878
17208086528	691002	14	8	693136	10689450	2044803	8644647	2210996956	365878
17208465857	691002	14	8	693136	10689676	2044835	8644841	2211018911	365878
17208941627	691003	15	8	693137	10689900	2044858	8645042	2211041500	365877
17209402808	691003	13	8	693137	10690125	2044890	8645235	2211063639	365877
17209839766	691003	15	8	693137	10690365	2044932	8645433	2211086580	365877
17210241119	691003	16	8	693137	10690594	2044965	8645629	2211109182	365877
17210606873	691003	16	8	693137	10690822	2045001	8645821	2211131986	365877
17210940777	691003	14	8	693137	10691055	2045040	8646015	2211154713	365877
17211338612	691003	16	8	693137	10691289	2045082	8646207	2211177460	365877
17211882307	691003	12	8	693137	10691508	2045109	8646399	2211199950	365877
17212297712	691003	13	8	693137	10691735	2045148	8646587	2211222337	365877
17212631159	691003	14	8	693137	10691950	2045184	8646766	2211244324	365877
17213088883	691003	14	8	693137	10692175	2045216	8646959	2211266879	365877
17213439843	691003	16	8	693137	10692408	2045253	8647155	2211289508	365877
17213905462	691003	15	8	693137	10692635	2045288	8647347	2211312153	365877
17214265710	691003	18	8	693137	10692863	2045321	8647542	2211334230	365877
17214611276	691003	17	8	693137	10693083	2045359	8647724	2211356666	365877
17215039769	691003	18	8	693137	10693304	2045393	8647911	2211379003	365877
17215470715	691003	18	8	693137	10693526	2045427	8648099	2211401467	365877
17215923548	691003	15	8	693137	10693748	2045461	8648287	2211423873	365877
17216109488	691003	13	8	693137	10693969	2045496	8648473	2211446082	365877
17216419416	691003	12	8	693137	10694195	2045532	8648663	2211468532	365877
17216829072	691003	14	8	693137	10694411	2045566	8648845	2211490394	365877
17217180438	691003	12	8	693137	10694622	2045595	8649027	2211511873	365877
17217490808	691003	12	8	693137	10694855	2045627	8649228	2211534775	365877
17217939089	691003	17	8	693137	10695072	2045660	8649412	2211556335	365877
17218263649	691003	15	8	693137	10695298	2045695	8649603	2211578681	365877
17218625503	691003	17	8	693137	10695521	2045729	8649792	2211600797	365877
17219061206	691003	17	8	693137	10695749	2045770	8649979	2211623764	365877
17219429598	691003	15	8	693137	10695975	2045795	8650180	2211646202	365877
17219753187	691003	18	8	693137	10696198	2045836	8650362	2211668381	365877
17220012844	691003	16	8	693137	10696409	2045868	8650541	2211690323	365877
17220485657	691003	15	8	693137	10696644	2045909	8650735	2211713373	365877
17220698389	691003	11	8	693137	10696843	2045943	8650900	2211734519	365877
17221037252	691003	14	8	693137	10697063	2045978	8651085	2211756781	365877
17221403929	691003	14	8	693137	10697285	2046014	8651271	2211778705	365877
17221755979	691003	15	8	693137	10697508	2046053	8651455	2211801410	365877
17222156246	691003	19	8	693137	10697744	2046088	8651656	2211824097	365877
17222572538	691003	16	8	693137	10697963	2046121	8651842	2211846426	365877
17223040275	691003	16	8	693137	10698189	2046161	8652028	2211868984	365877
17223433458	691003	16	8	693137	10698409	2046194	8652215	2211891161	365877
17223837464	691003	15	8	693137	10698627	2046217	8652410	2211913177	365877
17224167582	691003	16	8	693137	10698847	2046249	8652598	2211935168	365877
17224507756	691003	13	8	693137	10699087	2046288	8652799	2211958487	365877
17224801545	691003	16	8	693137	10699311	2046317	8652994	2211980579	365877
17225137738	691003	14	8	693137	10699535	2046356	8653179	2212003282	365877
17225439273	691003	16	8	693137	10699763	2046394	8653369	2212025843	365877
17225895112	691003	13	8	693137	10699976	2046422	8653554	2212047367	365877
17226258601	691003	15	8	693137	10700214	2046458	8653756	2212070513	365877
17226588786	691003	17	8	693137	10700434	2046491	8653943	2212092327	365877
17226948997	691003	14	8	693137	10700644	2046520	8654124	2212114148	365877
17227479516	691003	17	8	693137	10700877	2046555	8654322	2212136952	365877
17227725285	691003	14	8	693137	10701090	2046587	8654503	2212158550	365877
17228235062	691003	16	8	693137	10701319	2046626	8654693	2212181254	365877
17228685043	691003	14	8	693137	10701540	2046663	8654877	2212203563	365877
17229011335	691003	12	8	693137	10701749	2046701	8655048	2212225417	365877
17229315688	691003	15	8	693137	10701978	2046735	8655243	2212247784	365877
17229587586	691003	17	8	693137	10702200	2046762	8655438	2212269984	365877
17229944461	691003	15	8	693137	10702414	2046795	8655619	2212292097	365877
17230289809	691003	16	8	693137	10702636	2046823	8655813	2212314302	365877
17230618778	691003	16	8	693137	10702856	2046852	8656004	2212336510	365877
17231022353	691003	16	8	693137	10703080	2046887	8656193	2212358893	365877
17231553556	691003	16	8	693137	10703307	2046916	8656391	2212380910	365877
17231926716	691003	13	8	693137	10703535	2046951	8656584	2212403162	365877
17232475814	691003	15	8	693137	10703772	2046986	8656786	2212425854	365877
17232758166	691003	13	8	693137	10703977	2047013	8656964	2212447121	365877
17233219191	691003	14	8	693137	10704195	2047038	8657157	2212469278	365877
17233787827	691003	16	8	693137	10704412	2047059	8657353	2212491011	365877
17234165808	691003	16	8	693137	10704640	2047103	8657537	2212513593	365877
17234566614	691003	18	8	693137	10704864	2047139	8657725	2212536528	365877
17234875457	691003	17	8	693137	10705096	2047181	8657915	2212559197	365877
17235238943	691003	16	8	693137	10705323	2047213	8658110	2212582213	365877
17235853506	691003	16	8	693137	10705542	2047241	8658301	2212603718	365877
17236218417	691003	14	8	693137	10705771	2047283	8658488	2212626617	365877
17236582534	691004	14	8	693138	10705996	2047316	8658680	2212648922	365876
17237053418	691005	13	8	693139	10706210	2047348	8658862	2212670874	365875
17237496410	691006	14	8	693140	10706465	2047383	8659082	2212739131	365874
17237881752	691006	14	8	693140	10706688	2047422	8659266	2212761199	365874
17238284502	691006	16	8	693140	10706906	2047457	8659449	2212783073	365874
17238563352	691006	15	8	693140	10707148	2047490	8659658	2212806109	365874
17238831057	691006	15	8	693140	10707363	2047520	8659843	2212828273	365874
17239295213	691006	16	8	693140	10707588	2047551	8660037	2212850202	365874
17239661693	691006	15	8	693140	10707815	2047581	8660234	2212872647	365874
17240126092	691006	17	8	693140	10708041	2047616	8660425	2212894887	365874
17240736770	691006	14	8	693140	10708275	2047653	8660622	2212917935	365874
17241189688	691006	15	8	693140	10708494	2047680	8660814	2212939895	365874
17241497010	691006	17	8	693140	10708718	2047710	8661008	2212961608	365874
