Master	Node 1	Node 2	Node 3	Node 4	Node 5	Node 6	Node 7
1.572739	0.950694	1.066680	1.599773	0.934901	1.025161	1.465027	0.975583	
1.301987	0.930354	1.051088	1.581816	0.929725	1.056383	1.490173	0.969559	
1.459075	0.920975	1.050182	1.385370	0.941841	1.016617	1.556900	0.971110	
1.529295	0.912775	1.062822	1.327200	0.932517	1.015974	1.500985	0.963144	
1.497890	0.919025	1.055492	1.554489	0.952271	1.006404	1.236962	0.960209	
1.584690	0.908114	1.065431	1.595139	0.940651	0.999954	1.411366	0.974667	
1.300633	0.928088	1.049596	1.611523	0.955519	0.995051	1.520863	0.961530	
1.528620	0.928988	1.020725	1.256784	0.942192	0.979523	1.533000	0.963543	
1.428436	0.918619	1.019394	1.580876	0.951049	0.991500	1.335988	0.955731	
1.508282	0.934831	1.078461	1.544891	0.944042	0.996279	1.334037	0.955104	
1.481440	0.931880	1.086907	1.585704	0.941011	1.013270	1.476491	1.013585	
1.550725	0.923292	1.064957	1.341881	0.924113	0.983921	1.514371	0.994352	
1.331300	0.929800	1.032668	1.394822	0.943987	0.988286	1.531918	0.956435	
1.437058	0.928984	1.055698	1.531848	0.934870	0.986080	1.380215	0.954401	
1.461451	0.928363	1.070991	1.500426	0.995186	1.013518	1.477235	0.968657	
1.376622	0.916791	1.070807	1.520419	0.936735	0.995228	1.409054	0.990238	
1.472005	0.937341	1.055412	1.447604	0.940729	1.019265	1.404426	0.962341	
1.520532	0.941836	1.054622	1.564385	0.948932	0.988123	1.318247	0.957489	
1.329829	0.933334	1.073157	1.530305	0.952235	1.005751	1.393703	0.988224	
1.446607	0.929791	1.062326	1.421212	0.930580	0.996852	1.424528	0.948632	
1.444339	0.940963	1.060033	1.489455	0.933976	1.011558	1.291504	0.959856	
1.349660	0.942660	1.066256	1.530664	0.938643	0.970936	1.335548	0.975823	
1.512241	0.916440	1.045557	1.552797	0.935124	1.000199	1.425696	0.959757	
1.410627	0.943068	1.050327	1.620254	0.944557	1.012043	1.505388	0.975442	
1.299437	0.943449	1.019278	1.360935	0.929452	0.989926	1.448604	0.957407	
1.363572	0.909520	1.037352	1.573901	0.945068	1.004219	1.173758	0.966750	
1.380752	0.934423	1.042848	1.627006	0.947295	1.001846	1.506427	0.962713	
1.560607	0.947363	1.048828	1.377478	0.949780	0.998797	1.495563	0.959307	
1.458310	0.911589	1.013722	1.440998	0.946532	1.088703	1.376427	0.968350	
1.528379	0.927312	1.029054	1.613902	0.947363	1.001596	1.313341	0.955023	
1.478693	0.923761	1.033336	1.549021	0.946110	1.004781	1.366347	0.968416	
1.402585	0.931945	1.065302	1.478742	0.938209	1.000209	1.349546	0.970294	
1.476963	0.920599	0.998226	1.515355	0.930686	0.982057	1.346939	0.956473	
1.491258	0.913305	1.000150	1.604563	1.001505	0.997524	1.517244	1.006094	
1.349828	0.909246	1.038143	1.650095	0.951223	0.989852	1.402529	0.952540	
1.539224	0.910167	1.054733	1.472186	0.963199	0.991815	1.483358	0.964347	
1.441730	0.925691	1.058854	1.553902	0.932927	0.991768	1.442598	0.968628	
1.517925	0.915411	1.048266	1.358004	1.000557	0.993689	1.441294	0.957921	
1.553111	0.931489	1.034322	1.621038	0.943887	1.000266	1.244718	0.979334	
1.325963	0.933601	1.016608	1.655870	0.957915	0.996537	1.469850	0.960290	
1.528333	0.916835	1.025269	1.572995	0.949194	1.060043	1.504429	0.966600	
1.362222	0.904890	1.008454	1.386135	0.934373	1.003471	1.490637	0.962769	
1.443060	0.919424	1.033072	1.442048	0.940605	0.998404	1.345902	0.962876	
1.556260	0.929748	1.041719	1.574951	0.939608	0.997479	1.495369	0.973818	
1.591554	0.942616	1.040449	1.625499	0.944961	0.989549	1.415779	0.965621	
1.550096	0.926643	1.020479	1.600737	0.932052	1.012097	1.564588	0.944067	
1.467448	0.931317	1.042976	1.609324	0.929010	1.004568	1.578478	0.981264	
1.461274	0.927191	1.048881	1.504883	0.928896	1.077554	1.495734	0.978069	
1.650361	0.949420	1.055216	1.515669	0.947140	1.000147	1.379808	0.966918	
1.506553	0.932708	1.071400	1.663916	0.928264	0.995043	1.385431	1.032657	
1.483407	0.932771	1.055066	1.557642	0.928279	0.990655	1.518990	0.957720	
1.417396	0.935688	1.064688	1.580039	0.944752	1.000067	1.459868	0.974235	
1.478717	0.931172	1.054384	1.529309	0.993877	1.019148	1.474660	0.985533	
1.597124	0.942837	1.026254	1.539519	0.951909	1.015327	1.459521	0.968819	
1.351625	0.927682	1.023705	1.626685	0.939462	0.978916	1.514575	0.969841	
1.529736	0.921919	1.059785	1.550755	0.941026	1.053903	1.515109	0.982588	
1.409563	0.919669	1.059912	1.575899	0.935515	1.013887	1.508628	0.966882	
1.620213	0.919265	1.052463	1.425778	0.935692	1.006844	1.514049	0.969581	
1.423623	0.929434	1.063893	1.578336	0.934604	1.002038	1.410789	0.967101	
