bytes_written	total_items	curr_connections	threads	cmd_set	cmd_get	get_misses	get_hits	bytes_read
20316978808	4192093	16	8	4581596	16366488	2087025	14279463	2264845551	481780
20317203482	4192156	13	8	4581659	16366754	2087054	14279700	2264862893	481780
20317567019	4192217	16	8	4581721	16367020	2087076	14279944	2264880081	481780
20317952554	4192279	12	8	4581783	16367288	2087105	14280183	2264897416	481780
20318303381	4192338	13	8	4581843	16367539	2087125	14280414	2264913822	481780
20318576711	4192398	13	8	4581903	16367793	2087146	14280647	2264930245	481780
20318857637	4192459	15	8	4581964	16368057	2087173	14280884	2264947369	481780
20319246103	4192519	15	8	4582024	16368315	2087198	14281117	2264964167	481780
20319605612	4192579	16	8	4582089	16368579	2087222	14281357	2264981470	481780
20320046329	4192640	14	8	4582152	16368851	2087245	14281606	2264998892	481780
20320241571	4192700	14	8	4582212	16369098	2087268	14281830	2265015168	481780
20320678960	4192762	11	8	4582275	16369360	2087292	14282068	2265032186	481780
20320918767	4192824	13	8	4582338	16369623	2087319	14282304	2265049385	481780
20321221341	4192884	11	8	4582398	16369883	2087347	14282536	2265066265	481780
20321589642	4192943	14	8	4582457	16370143	2087368	14282775	2265082998	481780
20322054811	4193003	14	8	4582517	16370405	2087389	14283016	2265099897	481780
20322495239	4193064	12	8	4582579	16370667	2087408	14283259	2265116796	481780
20323021314	4193125	15	8	4582641	16370941	2087435	14283506	2265134447	481780
20323344002	4193187	14	8	4582707	16371205	2087460	14283745	2265151789	481780
20323768717	4193246	14	8	4582767	16371467	2087490	14283977	2265168865	481780
20324128079	4193307	12	8	4582828	16371732	2087518	14284214	2265186064	481780
20324434815	4193368	13	8	4582889	16371989	2087543	14284446	2265202806	481780
20324607463	4193429	14	8	4582950	16372242	2087566	14284676	2265219445	481780
20324878494	4193491	12	8	4583013	16372490	2087584	14284906	2265235766	481780
20325178216	4193550	14	8	4583072	16372750	2087612	14285138	2265252617	481780
20325459682	4193610	14	8	4583133	16373011	2087640	14285371	2265269588	481780
20325738457	4193672	13	8	4583196	16373270	2087663	14285607	2265286548	481780
20326067787	4193733	12	8	4583257	16373529	2087688	14285841	2265303386	481780
20326480517	4193792	13	8	4583316	16373785	2087707	14286078	2265319893	481780
20326794500	4193854	16	8	4583380	16374069	2087735	14286334	2265338021	481780
20327180212	4193916	14	8	4583442	16374332	2087761	14286571	2265355136	481780
20327585059	4193977	12	8	4583504	16374595	2087780	14286815	2265372135	481780
20327975691	4194039	12	8	4583567	16374858	2087801	14287057	2265389213	481780
20328347866	4194096	14	8	4583625	16375107	2087827	14287280	2265405338	481780
20328788262	4194157	13	8	4583686	16375377	2087853	14287524	2265424463	481780
20329334721	4194217	14	8	4583747	16375650	2087883	14287767	2265441896	481780
20329697511	4194277	14	8	4583807	16375910	2087904	14288006	2265458646	481780
20330048592	4194338	15	8	4583870	16376171	2087931	14288240	2265475868	481780
20330399382	4194400	13	8	4583933	16376427	2087952	14288475	2265492548	481780
20330719969	4194461	14	8	4583995	16376680	2087971	14288709	2265509164	481780
20331206672	4194523	11	8	4584057	16376949	2087998	14288951	2265526572	481780
20331454554	4194583	14	8	4584121	16377212	2088025	14289187	2265543750	481780
20331740560	4194643	13	8	4584182	16377459	2088046	14289413	2265560109	481780
20332109774	4194702	14	8	4584245	16377713	2088068	14289645	2265576816	481780
20332382109	4194764	13	8	4584309	16377978	2088094	14289884	2265594075	481780
20332683444	4194825	13	8	4584371	16378240	2088123	14290117	2265611194	481780
20332941737	4194885	14	8	4584432	16378499	2088147	14290352	2265628045	481780
20333183141	4194946	14	8	4584493	16378749	2088169	14290580	2265644564	481780
20333575808	4195010	13	8	4584561	16379023	2088193	14290830	2265662479	481780
20333946475	4195068	12	8	4584621	16379277	2088212	14291065	2265678898	481780
20334127690	4195127	15	8	4584682	16379532	2088241	14291291	2265695713	481780
20334409871	4195186	14	8	4584741	16379776	2088260	14291516	2265711605	481780
20334645933	4195248	12	8	4584803	16380031	2088281	14291750	2265728324	481780
20335019221	4195310	14	8	4584866	16380303	2088313	14291990	2265745938	481780
20335380499	4195368	14	8	4584924	16380546	2088333	14292213	2265761857	481780
20335888942	4195430	15	8	4584987	16380823	2088367	14292456	2265779842	481780
20336328530	4195492	14	8	4585049	16381095	2088394	14292701	2265797418	481780
20336570589	4195551	13	8	4585112	16381352	2088420	14292932	2265814250	481780
20336874880	4195612	12	8	4585175	16381614	2088444	14293170	2265831329	481780
20337300386	4195672	15	8	4585235	16381877	2088470	14293407	2265848263	481780
20337630664	4195734	12	8	4585297	16382135	2088494	14293641	2265865168	481780
20337982733	4195794	13	8	4585358	16382387	2088515	14293872	2265881688	481780
20338473163	4195853	14	8	4585417	16382650	2088545	14294105	2265898614	481780
20338849574	4195915	14	8	4585479	16382917	2088575	14294342	2265915994	481780
20339158695	4195975	15	8	4585539	16383174	2088601	14294573	2265932761	481780
20339376084	4196035	14	8	4585599	16383432	2088633	14294799	2265949572	481780
20339721814	4196096	15	8	4585660	16383703	2088660	14295043	2265967041	481780
20340001832	4196156	15	8	4585721	16383967	2088694	14295273	2265984232	481780
20340410956	4196217	12	8	4585785	16384217	2088712	14295505	2266000722	481780
20340697888	4196276	14	8	4585845	16384472	2088740	14295732	2266017350	481780
20340988208	4196336	13	8	4585907	16384731	2088766	14295965	2266034325	481780
20341241170	4196396	14	8	4585968	16384986	2088791	14296195	2266050954	481780
20341604289	4196457	12	8	4586029	16385247	2088816	14296431	2266067785	481780
20341857838	4196517	16	8	4586089	16385513	2088846	14296667	2266085084	481780
20342243841	4196577	13	8	4586151	16385771	2088867	14296904	2266101820	481780
20342568092	4196636	19	8	4586214	16386022	2088888	14297134	2266118441	481780
20343042203	4196700	11	8	4586279	16386299	2088924	14297375	2266136437	481780
20343329273	4196760	15	8	4586340	16386556	2088951	14297605	2266153200	481780
20343748638	4196820	13	8	4586401	16386818	2088976	14297842	2266170173	481780
20344075785	4196880	15	8	4586462	16387082	2089000	14298082	2266187274	481780
20344545315	4196940	12	8	4586525	16387338	2089028	14298310	2266204119	481780
20344836580	4197002	11	8	4586590	16387603	2089050	14298553	2266221402	481780
20345173685	4197060	15	8	4586652	16387867	2089083	14298784	2266238599	481780
20345509205	4197120	12	8	4586717	16388123	2089106	14299017	2266255515	481780
20345769254	4197180	16	8	4586779	16388386	2089136	14299250	2266272782	481780
20346034054	4197241	16	8	4586840	16388644	2089161	14299483	2266289545	481780
20346241049	4197305	13	8	4586904	16388905	2089182	14299723	2266306579	481780
20346487587	4197364	17	8	4586964	16389155	2089204	14299951	2266322944	481780
20346773627	4197424	14	8	4587024	16389413	2089231	14300182	2266339710	481780
20347166778	4197485	11	8	4587088	16389681	2089260	14300421	2266357162	481780
20347557500	4197544	12	8	4587149	16389938	2089290	14300648	2266373911	481780
20347842114	4197604	13	8	4587213	16390197	2089318	14300879	2266391093	481780
20348301912	4197661	16	8	4587273	16390449	2089345	14301104	2266407540	481780
20348664993	4197724	15	8	4587336	16390710	2089369	14301341	2266424766	481780
20349135620	4197786	16	8	4587399	16390984	2089398	14301586	2266442488	481780
20349438205	4197844	15	8	4587458	16391245	2089427	14301818	2266459362	481780
20349816207	4197908	12	8	4587522	16391522	2089453	14302069	2266477162	481780
20350266682	4197969	15	8	4587584	16391780	2089481	14302299	2266494079	481780
20350485200	4198027	13	8	4587644	16392031	2089510	14302521	2266510600	481780
20350941619	4198087	13	8	4587704	16392286	2089528	14302758	2266527073	481780
