Master	Node 1	Node 2	Node 3	Node 4	Node 5	Node 6	Node 7
1.130469	1.012335	1.016957	1.351787	1.002520	0.993581	1.190459	0.977901	
1.188306	0.913674	1.147743	1.153463	0.943309	0.979914	1.240847	1.036319	
1.196652	0.899190	0.970024	1.187483	0.912401	1.272283	1.151898	1.159482	
1.363061	0.982909	1.071283	1.208810	0.936678	0.970027	0.961011	0.955909	
1.189520	0.906890	0.998791	1.366958	1.210877	1.058242	1.204569	1.011081	
1.193611	0.890906	0.995579	1.249802	0.925723	0.977807	1.128393	0.949717	
0.891847	0.913885	0.951186	1.158464	0.930465	0.969787	1.206888	0.964651	
1.274168	0.927429	1.012305	1.247264	0.922454	0.958823	0.998246	0.936816	
1.319712	0.902102	0.978716	1.184513	0.925725	0.984670	1.174574	0.978477	
1.244722	0.903725	1.011410	1.306952	0.926555	0.968043	1.107976	0.963969	
0.989974	0.911149	0.950341	1.092727	0.934146	0.979704	1.280541	0.937270	
1.173200	0.893027	0.937906	1.330511	0.921615	0.975745	1.018070	0.933071	
1.206233	0.910000	0.953870	1.069934	0.987248	0.976004	1.129513	0.997052	
1.263926	0.922629	0.997734	1.340052	0.906410	0.963454	1.160011	0.955341	
1.189886	0.896735	0.989406	1.274550	0.938836	1.036360	1.267495	0.957691	
0.981439	0.912641	0.998638	1.251693	0.924315	1.006413	1.181199	0.947109	
1.291182	0.909988	0.921428	1.097738	0.937484	0.965688	1.178270	0.983338	
1.198678	0.888966	0.969106	1.300537	0.919825	0.964481	1.159672	0.932845	
1.263409	0.906503	0.992965	1.376629	0.944907	1.084376	1.129686	0.946402	
1.040114	0.898864	1.003138	1.172944	0.938883	0.989799	1.337945	0.951364	
1.157627	0.896080	0.939628	1.168351	0.926891	0.972958	1.083518	0.947439	
1.219685	0.942787	0.951239	1.159733	0.916091	0.973608	1.176641	0.949729	
1.205759	0.918065	0.981479	1.309817	0.918823	1.039118	1.114048	0.938005	
1.251318	0.902801	0.977709	1.312394	0.982423	0.983070	1.179103	0.977748	
1.018098	0.917067	0.956735	1.189155	0.931040	0.971580	1.181226	0.947635	
1.273669	0.885997	0.910292	1.135772	0.916169	0.973562	1.180629	0.969788	
1.205868	0.912569	1.006114	1.297615	0.926866	0.968290	1.113213	0.957323	
1.271731	0.923831	0.988403	1.353639	0.935784	0.960824	1.119355	0.961810	
1.173061	0.914686	0.987509	1.221390	0.907062	0.969584	1.288579	0.958666	
1.139436	0.909552	0.959808	1.199134	0.929064	0.954037	1.138568	0.936074	
1.198943	0.906210	0.961842	1.053075	0.927846	1.072454	1.090789	0.935624	
1.238022	0.909123	0.976686	1.300012	0.991500	0.968591	1.201675	0.959656	
0.973597	0.913062	0.985884	1.299126	0.930592	0.972701	1.219506	0.955679	
1.062508	0.884846	0.952554	1.023401	0.935028	0.967231	1.191592	0.940044	
1.344964	0.890511	0.894347	1.336675	0.918866	0.967599	1.190783	0.929800	
1.221287	0.900924	0.988539	1.303435	0.921295	0.976678	1.199226	0.949969	
1.213850	0.935209	0.964210	1.329806	0.934675	0.970243	1.172470	0.942655	
1.179033	0.911924	1.000878	1.297338	0.919919	0.950947	1.188324	0.957553	
1.184586	0.899266	0.938206	1.225889	0.930018	0.975438	1.217024	0.949987	
1.295492	0.914574	0.984847	1.161156	0.921705	0.957883	1.136206	0.951546	
1.325606	0.918183	0.987138	1.276552	0.912236	0.951683	1.111904	0.944654	
1.215215	0.924089	0.976392	1.351870	0.900594	0.977033	1.212617	0.968164	
1.055056	0.895843	1.005764	1.205693	0.914741	1.037686	1.318938	0.941406	
1.217788	0.895231	0.969956	0.943578	0.991877	0.960590	1.052160	0.953414	
1.301374	0.896835	0.967759	1.296686	0.935680	0.979643	1.149964	0.940707	
1.280152	0.932130	1.017090	1.342785	0.942561	0.982503	1.164418	0.950604	
1.116037	0.924623	0.985839	1.152566	0.944868	0.965059	1.161665	0.959103	
1.192130	0.910646	0.929462	1.168280	0.931780	0.967541	1.186596	0.982259	
1.283134	0.912478	0.981700	1.212003	0.926726	0.970374	1.077843	0.951942	
1.218057	0.900713	1.010227	1.278392	0.960126	0.971373	1.198999	0.951478	
1.241690	0.905070	0.978175	1.233048	0.925746	0.980052	1.235728	0.948611	
1.175230	0.893948	0.947618	0.987740	0.987195	0.967747	1.209018	0.960052	
1.194591	0.906719	0.938607	1.183277	0.929914	0.951669	1.096803	0.949653	
1.197026	0.920464	0.972318	1.339378	0.934808	1.068371	1.095118	0.959344	
1.312897	0.942062	1.009978	1.253429	0.916679	0.970993	1.244999	0.977145	
0.914716	0.913524	0.972595	1.178399	0.907212	0.975297	1.223766	0.952952	
1.309086	0.906014	0.947671	1.217426	0.923388	0.961512	1.133837	0.953867	
1.191858	0.909587	1.000197	1.192273	0.930353	0.957158	1.153085	0.946502	
1.250004	0.895129	0.988558	1.184126	1.021097	0.989899	1.119903	0.957609	
1.039242	0.914679	0.953016	1.296790	0.932360	0.978841	1.197453	0.942598	
1.169212	0.901950	0.956148	1.004973	0.926846	0.970351	1.270564	0.954090	
1.180561	0.909701	0.964630	1.224000	0.927378	0.979819	1.210757	0.953318	
1.314399	0.895018	0.971938	1.268755	0.915835	0.960139	1.026877	0.951552	
1.250586	0.916007	0.987290	1.252110	0.929672	0.964277	1.177870	0.978861	
0.933657	0.908679	0.941827	1.325266	0.931188	0.972111	1.234511	0.945106	
1.200078	0.916940	0.917057	0.958536	0.911247	1.073219	1.171326	0.948196	
1.277662	0.918464	0.970582	1.195968	0.934287	0.956345	1.120968	1.029654	
1.346129	0.915988	0.995289	1.262714	0.921177	0.971400	1.190540	0.935510	
1.207456	0.901914	1.023246	1.300375	0.925818	0.983084	1.166587	0.953780	
1.170144	0.903136	0.972365	1.156438	0.937393	1.044123	1.280101	0.948666	
1.165029	0.921822	0.960738	1.143763	0.989325	0.984138	1.082432	0.937761	
1.296977	0.929953	0.969947	1.146193	0.936574	0.962744	0.931095	0.960705	
1.241801	0.900302	1.003583	1.318827	0.945202	0.979449	1.153907	0.956832	
0.944600	0.904027	1.014791	1.209943	0.929526	0.978644	1.160000	0.952700	
0.904815	0.915628	0.969788	0.938814	0.986801	0.963621	1.190374	0.954854	
1.286913	0.895645	0.930048	1.158424	0.935490	0.973921	0.901206	0.946097	
1.223604	0.893757	0.980951	1.254408	0.939011	0.969437	1.314330	0.965487	
1.178813	0.892311	1.018646	1.187954	0.938030	1.056755	1.140372	0.964934	
1.171314	0.909508	0.988117	1.243414	0.926624	0.973847	1.046610	0.950698	
1.188642	0.899788	0.947530	1.287336	0.929528	0.964243	1.207921	0.938984	
1.200452	0.902491	0.992955	1.199955	0.911753	0.960067	1.158887	0.956140	
1.364843	0.914335	0.968423	1.222381	0.917292	0.961997	1.109010	0.943950	
1.342518	0.912128	0.945155	1.302386	0.984561	0.969381	1.213622	0.941714	
1.050650	0.934758	0.966116	1.323897	0.937041	0.960356	1.293569	0.953708	
1.276400	0.917214	0.937917	1.187183	0.935665	0.976552	1.143774	0.957641	
1.232159	0.920405	0.957694	1.253285	0.928055	0.978676	1.235265	0.957366	
1.253478	0.921443	1.000568	1.212559	0.928286	0.977035	1.158410	1.001307	
1.139811	0.897264	0.978091	1.219652	0.931947	0.967074	1.101228	0.973706	
1.216657	0.881667	0.983197	1.194238	0.915729	0.957045	1.201580	0.959088	
1.047366	0.909192	0.988905	1.220507	0.988632	0.960072	1.106653	0.953525	
1.277435	0.910348	0.950405	1.245171	0.934989	0.956786	1.145275	1.000616	
1.153272	0.907830	0.990793	1.266872	0.923776	0.964896	1.179393	0.957804	
1.064375	0.916095	0.977795	1.216706	0.911556	0.961041	1.135333	0.950760	
1.184169	0.899134	0.978036	1.182192	0.918977	0.971598	1.205158	0.962823	
1.156718	0.901002	0.986138	1.189821	0.914564	0.959795	1.197322	0.950815	
1.180038	0.916598	0.951334	1.014525	0.927816	1.036686	1.218207	0.979775	
1.273187	0.915060	0.934204	1.372754	0.918423	0.974538	1.144567	0.967495	
1.205508	0.910405	0.979594	1.281942	0.921496	0.959192	1.215614	0.959636	
1.233009	0.896660	0.963121	1.276842	0.917902	0.986156	1.149684	0.952508	
1.263807	0.906870	1.011069	1.257142	0.932194	0.970567	1.150248	0.971904	
1.293769	0.902654	0.949882	1.203010	0.911458	0.989482	1.142277	0.947946	
1.160705	0.911772	0.964284	1.266530	0.926316	0.972063	1.155377	0.942684	
1.173869	0.902874	0.990046	1.094816	0.923555	0.968953	1.151980	0.944744	
1.168525	0.907393	0.995591	1.173302	0.925000	0.970586	1.033727	0.953170	
1.202426	0.926624	1.029580	1.218344	0.912787	0.974018	1.155003	0.932222	
1.083589	0.905986	0.971096	1.055478	0.926363	0.968981	1.117542	1.017995	
1.222328	0.893027	0.917490	1.246126	0.923362	0.977766	0.940878	0.937087	
1.254952	0.909634	0.920493	1.154109	0.922302	0.974641	1.271355	0.943917	
0.942531	0.914187	0.951632	1.228304	0.914168	1.037460	1.142104	0.933766	
1.371406	0.913670	0.905976	1.234058	0.991653	0.965119	0.980110	0.941687	
1.246947	0.909929	0.962644	1.368839	0.914503	0.987185	1.303969	0.952782	
1.236360	0.904964	0.967931	1.139690	0.915467	0.967290	1.170328	0.940396	
1.118465	0.913427	0.977533	1.251148	0.913662	0.968581	1.180968	0.949507	
1.268838	0.917067	0.996526	1.211328	0.920226	0.976309	1.221835	0.965384	
1.273648	0.936694	0.999701	1.236161	0.914359	0.956501	1.120770	0.961871	
1.138314	0.903813	1.003172	1.391256	0.924240	0.981655	1.185611	0.955227	
1.308907	0.937261	0.965594	1.251217	0.919823	0.965901	1.256837	0.957440	
1.132814	0.907356	0.971734	1.238611	0.992639	0.981141	1.196189	0.948940	
1.216139	0.920911	0.979378	1.241225	0.929964	0.960552	1.054231	0.945717	
1.228529	0.923497	0.994524	1.315060	0.934077	0.979379	1.164216	0.966237	
1.237048	0.882054	1.016608	1.180633	0.939462	0.972603	1.245783	0.959148	
1.198235	0.909888	0.941316	1.116060	0.965774	0.962720	1.096677	0.943153	
1.204514	0.896659	0.970963	1.195889	0.914991	0.969322	1.152409	0.961507	
1.213099	0.915222	0.989325	1.275180	0.922254	0.971905	1.140090	0.943273	
1.269211	0.915624	0.990817	1.185994	0.920671	0.966781	1.186482	0.983156	
1.195846	0.907943	0.969040	1.242450	0.926970	0.961224	1.202846	1.015611	
1.094333	0.909788	0.974948	1.176622	0.917744	0.978210	1.146520	0.985121	
1.223813	0.901350	0.989927	1.208263	0.946034	0.963574	0.962760	0.945765	
1.281083	0.916962	0.971093	1.196138	0.988580	0.962216	1.196186	0.935147	
1.225386	0.894767	1.009662	1.152256	0.916481	0.974567	1.119771	0.942583	
1.142320	0.905479	0.991479	1.288050	0.937964	0.963637	1.064986	0.955737	
0.937397	0.901078	0.974639	1.287441	0.923906	1.038064	1.065468	0.935663	
1.391247	0.910527	0.978489	1.058147	0.934120	0.988600	1.206967	0.966030	
0.957609	0.898821	1.007877	1.296542	0.912669	0.970295	1.163134	0.953555	
1.096366	0.909572	0.936258	1.244161	0.935982	0.971592	1.120215	0.942842	
0.997011	0.918890	0.946565	1.354551	0.923073	0.976457	1.247882	0.931869	
1.234246	0.921809	0.948520	1.153045	0.920808	0.975506	1.278489	0.934290	
1.301707	0.910649	0.977385	1.253401	0.908717	0.969148	1.105850	0.947087	
1.258182	0.922437	1.010002	1.304034	0.949618	0.957611	1.238403	0.942060	
1.224955	0.911964	1.030972	1.314138	0.925669	0.971718	1.188569	0.944361	
1.142834	0.890113	0.942366	1.173115	0.922086	0.982112	1.142950	1.005630	
1.315899	0.906789	0.983065	1.274831	0.919038	0.993260	1.094365	0.958803	
1.026899	0.900389	0.992322	1.406781	0.918599	0.990694	1.273422	0.976260	
1.224673	0.906606	0.985291	1.181564	0.917072	0.980064	1.235233	0.953822	
1.070109	0.904657	0.962007	1.195991	0.932777	0.974465	0.986113	0.952126	
1.238024	0.907835	0.997763	1.191804	0.923319	0.963133	1.183381	0.949107	
1.190305	0.912463	1.004592	1.212749	0.916945	0.978922	1.194752	0.960461	
1.009893	0.903315	0.975963	1.148000	0.910919	0.973101	1.084434	0.961774	
1.305984	0.915992	0.977672	1.227853	0.991386	0.978856	1.109465	0.959777	
0.990230	0.923659	1.012125	1.289503	0.928658	0.958216	1.173114	0.944566	
1.333826	0.903071	0.956133	1.128489	0.923602	0.983429	1.149166	0.950084	
1.268000	0.922668	0.928062	1.307028	0.924221	0.968424	1.252897	0.965808	
1.212137	0.905546	0.968063	1.312767	0.924842	0.972447	1.197060	0.949537	
1.083222	0.903090	0.995520	1.191254	0.918552	0.969579	1.159281	0.935400	
1.243251	0.928295	1.028768	1.169927	0.918463	0.979772	1.217735	0.977059	
1.259803	0.896314	0.996594	1.194587	0.929110	0.966377	0.982358	0.970136	
0.940687	0.913908	0.992153	1.257051	0.916626	0.962150	1.208276	0.965667	
1.029373	0.916900	0.982372	1.180420	0.916638	0.971843	1.110986	0.949715	
1.248932	0.911734	0.949737	1.212538	0.925596	0.965051	1.090683	0.976879	
