Master	Node 1	Node 2	Node 3	Node 4	Node 5	Node 6	Node 7
1.416951	0.951000	1.067234	1.917797	0.973308	1.022014	1.708342	1.010937	
1.695777	0.934252	1.090779	1.888902	0.950680	1.016065	1.802239	0.958230	
1.829625	1.093874	1.076686	1.761567	0.957483	1.020135	1.823866	0.964939	
1.871994	0.945407	1.201416	1.676068	0.962985	1.020079	1.764312	0.997039	
1.875824	0.976730	1.080231	1.782622	0.974419	1.010512	1.720652	0.984120	
1.521716	0.929163	1.071058	1.870868	1.225342	1.357797	1.736512	0.968971	
1.735773	0.946939	1.090476	1.808463	0.937859	1.012493	1.761338	0.964127	
1.629346	0.934628	1.080819	1.783352	0.980604	0.991484	1.769200	0.963056	
1.654787	0.927994	1.065670	1.841597	0.949555	0.994359	1.546967	0.980174	
1.806764	0.935873	1.071998	1.883259	0.955145	1.002447	1.724419	0.989256	
1.468249	0.933887	1.065631	1.907995	0.930597	1.039088	1.749789	0.950486	
1.800423	0.938443	1.035788	1.932068	1.009744	1.001009	1.789276	0.959473	
1.951835	0.945447	1.048005	1.966642	0.945147	0.999376	1.798280	1.012592	
1.762898	0.918827	1.074908	1.891176	0.948881	1.003875	1.775293	0.992308	
1.900499	0.941686	1.095026	1.841047	0.941421	1.005486	1.733829	0.993764	
1.717481	0.907224	1.089924	1.879435	0.942936	1.004526	1.746387	0.982854	
1.570551	0.915253	1.107197	1.817005	0.933413	1.003682	1.684288	1.026617	
1.476040	0.906337	1.085059	1.852307	0.950562	0.996764	1.610452	1.014018	
1.631926	0.947641	1.070193	1.682135	0.946128	0.997314	1.743016	0.981530	
1.639521	0.922360	1.055057	1.905645	0.942079	0.998493	1.692928	1.021344	
1.938669	0.964845	1.034474	1.895745	0.945424	0.994474	1.775389	0.944607	
1.834585	0.930998	1.062441	1.898940	0.939116	0.986499	1.822631	0.966412	
1.821594	0.931071	1.078878	1.713680	0.933181	0.998334	1.822101	0.987800	
1.735992	0.920646	1.076497	1.835160	1.003933	0.997760	1.606265	0.967232	
1.783714	0.934483	1.087194	1.812387	0.950834	1.004612	1.766080	0.953505	
1.791006	0.900211	1.097015	1.856582	0.947609	1.015717	1.447193	0.988089	
1.664668	0.968455	1.082971	1.876724	0.934707	0.999658	1.617540	0.964414	
1.468942	0.934691	1.080733	1.854205	0.932923	1.002795	1.721265	1.017741	
1.748681	0.959865	1.063251	1.868656	0.941825	0.983816	1.697571	0.960327	
1.801515	0.927053	1.056155	1.684294	0.943667	0.999848	1.813271	0.960838	
1.538667	0.904787	1.029531	1.431622	0.934706	1.029293	0.919048	0.952367	
1.715211	0.925596	1.094089	1.861909	0.999295	1.000134	1.410890	0.974013	
0.985885	0.921127	1.068097	1.922477	0.945880	1.003885	1.718981	0.968556	
1.905508	0.936876	1.054083	1.754088	0.934205	1.034160	1.797757	0.975319	
1.844984	0.930485	1.056735	1.713906	0.951765	1.015651	1.788546	0.985547	
1.949385	0.944158	1.068287	1.682131	0.953513	1.002480	1.713238	1.001785	
1.771224	0.927487	1.082836	1.861444	0.966757	0.997492	1.654005	0.974956	
1.425295	0.929782	1.075766	1.825467	0.950298	0.991442	1.759044	0.961370	
1.434484	0.923459	1.071574	1.600911	0.960213	0.994491	1.660699	0.960737	
1.518607	0.918552	1.049631	1.617938	0.990833	0.974705	1.526029	0.949114	
1.690837	0.930018	1.040212	1.879830	0.947470	1.010204	1.667554	0.965619	
1.651814	0.912655	1.068040	1.841721	0.960051	0.984589	1.776565	0.960489	
1.896657	0.915447	1.056090	1.891207	0.958278	1.051227	1.673093	0.960643	
1.757536	0.940295	1.084984	1.906445	0.946906	0.996919	1.755448	1.021492	
1.668551	0.917084	1.072343	1.789710	0.950088	1.021512	1.741389	0.979519	
1.887928	0.919066	1.075065	1.702871	0.942821	0.993610	1.469719	0.963992	
1.526241	0.932608	1.055450	1.881186	0.958296	0.994876	1.690421	0.963442	
1.546136	0.914504	1.038180	1.590302	0.948507	0.986834	1.745326	0.953191	
1.792837	0.902391	1.020694	1.739935	0.954771	0.992533	1.746340	0.958358	
1.768034	0.911461	1.040674	1.921857	0.948841	0.987939	1.896236	0.969905	
1.868669	0.943402	1.065264	1.856492	0.996307	1.015114	1.780252	0.982272	
1.695975	0.925436	1.086619	1.894312	0.964740	1.062918	1.747032	0.968649	
1.589311	0.919350	1.080861	1.849927	0.948871	0.989063	1.785279	0.993573	
1.481519	0.933054	1.091973	1.608729	0.961160	1.048126	1.741059	1.010025	
1.901438	0.933504	1.104415	1.925413	0.946881	1.002336	1.827916	1.024443	
1.457569	0.928572	1.084313	1.879411	0.951288	0.993780	1.615867	0.978824	
1.756844	0.910272	1.109026	1.747709	0.941162	1.010868	1.760722	0.964880	
1.415755	0.930706	1.093454	1.740853	0.936926	1.006054	1.727183	0.963685	
1.559102	0.939848	1.071085	1.534696	0.949926	0.982956	1.717447	0.967199	
1.699134	0.935906	1.071016	1.552950	0.954724	0.993033	1.519644	0.965946	
1.531941	0.925717	1.054684	1.591484	0.963363	0.996377	1.525706	0.949353	
1.637647	0.923391	1.044444	1.651767	0.939573	1.001811	1.526799	0.950340	
1.323083	0.900049	1.046771	1.492075	0.938267	0.975469	1.264356	0.953328	
2.027617	0.922807	0.977580	2.049444	0.940751	1.003153	1.924626	0.961644	
1.921509	0.909689	1.064485	1.873148	0.930616	1.014097	1.635068	0.969052	
1.735940	0.954257	1.072428	1.857731	0.968084	0.989806	1.767304	0.957275	
1.246987	0.922479	1.067558	1.726427	0.942423	0.993919	1.800348	0.998506	
1.790739	0.921417	1.056988	1.866564	0.940356	1.002128	1.512740	0.947686	
1.828680	0.933704	1.077615	1.524085	0.943293	1.013249	1.800204	0.979464	
1.655766	0.928944	1.056623	1.866768	0.943429	0.982414	1.330184	0.962139	
1.566120	0.933401	1.071038	1.819180	1.013601	0.982090	1.674493	0.955550	
1.767475	0.922993	1.075700	1.741598	0.939545	1.002304	1.719109	1.029101	
1.548166	0.925072	1.044840	1.729692	0.934669	1.067509	1.794041	0.962100	
1.689823	0.913273	1.042140	1.542830	0.939890	0.999820	1.502039	0.950697	
1.619678	0.922938	1.063017	1.869573	0.964765	1.002989	1.691669	0.952981	
1.491283	0.912946	1.051899	1.843896	0.949694	0.997834	1.715438	0.962929	
1.990308	0.927802	1.032858	1.918343	0.936147	1.086584	1.818641	0.959057	
1.782842	0.947188	1.075357	1.902166	0.992552	0.985724	1.812220	1.027718	
1.446021	0.924787	1.052734	1.894807	0.967232	0.990420	1.756315	0.973477	
1.813872	0.915619	1.092766	1.837170	0.919690	1.011481	1.761424	0.987096	
1.774911	0.912766	1.090422	1.876137	0.934598	1.004154	1.731025	1.011733	
1.531190	0.915064	1.083681	1.750944	0.940256	1.002715	1.719809	0.955676	
1.340460	0.933279	1.078992	1.741903	0.929435	0.997331	1.459003	0.987401	
1.717819	0.927685	1.093761	1.360418	0.940513	0.990142	1.582236	0.965003	
1.506772	0.902352	1.068911	1.728868	0.946555	1.001329	1.276715	0.975728	
1.615386	0.921829	1.051829	1.536967	0.961955	0.996441	1.652451	1.015036	
1.439424	0.922123	1.037721	1.646867	0.941243	0.976590	1.470526	0.962057	
1.901150	0.921300	0.999739	1.800786	0.937949	0.991408	1.768081	0.957881	
1.653876	0.927323	1.046535	1.895597	0.934497	1.078818	1.821633	0.955666	
1.694195	0.942491	1.048635	1.924018	1.035900	0.991346	1.792338	0.958353	
1.499215	0.924218	1.071925	1.735771	0.947821	0.978135	1.785144	0.981262	
1.863000	0.922599	1.067713	1.840523	0.958380	0.995934	1.769167	0.967464	
1.837019	0.934463	1.096843	1.618077	0.940070	1.010802	1.614906	0.972296	
1.533007	0.896179	1.071403	1.854041	0.997257	0.986087	1.510866	0.963893	
1.646279	0.934729	1.056957	1.832447	0.950604	0.988308	1.782442	0.960569	
1.628472	0.934660	1.058798	1.717891	0.933379	0.983257	1.765955	0.970030	
1.766253	0.914503	1.061939	1.902501	0.947658	0.987405	1.772022	0.954422	
1.683024	0.905818	1.070098	1.899722	0.954071	1.009952	1.733281	0.991769	
1.930268	0.945659	1.083474	1.890152	0.947329	1.053661	1.725063	0.964207	
1.765933	0.943018	1.075474	1.907537	0.946950	1.014163	1.774294	0.966118	
1.567488	0.922926	1.080011	1.699685	0.944641	1.010469	1.691563	0.966978	
1.628018	0.910896	1.082884	1.758344	0.959163	0.985857	1.421286	0.969328	
1.562911	0.927343	1.081354	1.717993	0.949161	0.993383	1.761685	0.957422	
1.549672	0.916468	1.041522	1.738233	0.948590	1.044513	1.619659	0.958008	
1.640243	0.906535	1.005579	1.880788	0.945419	0.993573	1.738910	0.945691	
1.758305	0.929869	1.056201	1.907727	0.940120	1.001836	1.770525	0.967438	
1.877756	0.932782	1.083456	1.860597	0.963110	1.008699	1.774963	1.022584	
1.792179	0.926008	1.090002	1.786481	0.936888	0.999736	1.736360	1.019470	
1.594092	0.920119	1.089324	1.679737	0.974243	0.995883	1.479661	0.971717	
1.663191	0.905799	1.088484	1.857661	0.978600	0.986609	1.500316	1.019346	
1.538555	0.923435	1.084986	1.496529	0.940429	0.982795	1.701822	1.039791	
1.652007	0.888123	1.045683	1.428419	0.947302	0.983715	1.440716	0.959885	
1.798734	0.899222	0.977664	1.816528	0.950833	0.983944	1.493551	0.939025	
1.607402	0.953881	1.041897	1.882457	0.957394	0.990573	1.821390	0.952778	
1.832496	0.931140	1.031708	1.535654	0.945732	0.989221	1.783308	0.947967	
1.981792	0.937334	1.050630	1.912717	0.929502	0.978160	1.722424	0.966413	
1.553869	0.928969	1.062036	1.855956	0.938652	0.989539	1.805474	0.959981	
1.748186	0.930496	1.060136	1.911472	0.951709	0.967895	1.810762	0.974036	
1.955648	0.950629	1.075088	1.845055	0.947159	0.989898	1.817607	0.978422	
1.679715	0.933975	1.064465	1.890209	0.990424	0.987808	1.769495	0.968634	
1.705479	0.943658	1.084603	1.759494	0.970845	1.043510	1.779034	1.012701	
1.772666	0.921410	1.087171	1.738007	0.935287	1.022180	1.681949	0.963433	
1.690618	0.906043	1.074030	1.689106	0.955067	1.004924	1.468414	0.967979	
1.517608	0.934927	1.076301	1.703282	0.941527	0.996436	1.638514	0.963754	
1.476993	0.910581	1.051654	1.819983	0.982837	1.046719	1.688164	1.015295	
1.831460	0.920339	1.024319	1.904166	0.989309	0.995192	1.653052	0.969109	
1.841544	0.952205	1.059253	1.957226	0.941571	0.992296	1.822912	0.954688	
1.604312	0.936665	1.070656	1.886757	0.947844	1.054578	1.830073	0.972699	
1.734079	0.932781	1.078870	1.856073	1.021163	1.000468	1.771510	0.965719	
1.748430	0.936833	1.087546	1.838676	0.947791	1.001796	1.757012	0.968187	
1.814488	0.922759	1.090857	1.661998	0.941920	0.999852	1.684813	0.983876	
1.760263	0.941896	1.099193	1.867359	0.937117	0.997043	1.721950	0.974540	
1.664104	0.928060	1.096381	1.875396	0.938925	1.000089	1.606134	0.964835	
1.530980	0.920934	1.089737	1.930689	0.949500	1.003128	1.752447	0.960126	
1.354815	0.917800	1.074074	1.415302	0.947331	1.011318	1.758035	0.963233	
1.467830	0.893005	1.006896	1.462227	0.941847	0.965896	1.406568	0.945531	
1.645439	0.924559	1.030740	1.915299	0.952860	0.996552	1.780378	0.965009	
1.608762	0.911888	1.028611	1.875231	0.945529	0.990726	1.819571	0.966721	
1.920823	0.923762	1.035714	1.900279	0.942765	0.997103	1.840819	0.958200	
1.922110	0.939124	1.078192	1.823254	0.938508	1.061584	1.817834	0.978476	
1.638226	0.911092	1.071715	1.898160	0.943897	0.990220	1.668530	0.977016	
1.781901	0.947653	1.070274	1.902908	0.964636	1.000416	1.757320	0.963628	
1.797037	0.932125	1.054751	1.916232	0.926341	0.985690	1.776878	0.969812	
1.507452	0.937662	1.072276	1.767602	0.932048	0.998701	1.803108	0.967817	
1.605571	0.922123	1.077562	1.657168	0.947483	1.009593	1.678756	0.964718	
1.674617	0.943885	1.064255	1.811420	0.945515	0.990211	1.668402	0.961916	
1.838379	0.910030	1.082441	1.709322	0.938353	1.002554	1.764755	0.964248	
1.551495	0.917528	1.066936	1.685636	0.979103	0.983995	1.391606	0.967158	
1.624940	0.911331	1.074746	1.854586	0.949659	0.994581	1.652933	0.988233	
1.713961	0.934110	1.091542	1.866166	0.953726	0.998820	1.743952	0.981236	
1.702000	0.932148	1.072580	1.816166	0.946502	0.985092	1.760166	0.965443	
1.853051	0.927854	1.054646	1.829707	0.934797	0.985295	1.820591	0.980311	
1.766885	0.953148	1.080796	1.611647	0.952244	0.987377	1.799470	0.953541	
1.775586	0.924866	1.081286	1.812840	0.945266	1.052092	1.718849	0.974927	
1.812758	0.913746	1.090583	1.648652	0.949011	1.024283	1.713369	0.973469	
1.662287	0.941680	1.096937	1.750053	0.966841	0.995776	1.600475	0.980228	
1.565043	0.922054	1.080860	1.745204	0.986795	0.993049	1.617509	0.958378	
1.542540	0.905690	1.056003	1.645995	0.936589	0.991860	1.507937	0.955633	
1.805196	0.931232	1.034913	1.900193	0.938860	1.082962	1.681904	0.970070	
1.586393	0.926501	1.048925	1.898936	0.946351	1.002329	1.823351	1.027077	
1.839158	0.919534	1.056325	1.926000	0.945347	0.991428	1.809067	0.973688	
1.849491	0.939265	1.052837	1.977745	0.914250	1.004258	1.756012	0.958730	
1.752633	0.919221	1.059224	1.888432	0.928115	1.019705	1.776778	1.012323	
1.846878	0.929962	1.107594	1.847549	0.919133	0.999701	1.724412	0.961493	
1.621978	0.906574	1.105494	1.823305	0.946203	1.000224	1.732384	0.969597	
1.802726	0.924673	1.100144	1.842807	0.929604	1.002402	1.700819	0.974672	
1.676650	0.912678	1.070899	1.610372	0.937032	0.995375	1.620919	0.973917	
1.645301	0.905837	1.044365	1.788769	0.988521	0.992466	1.504112	0.949720	
1.518792	0.924836	1.022322	1.808453	0.940388	0.987540	1.733215	0.948592	
1.617093	0.918026	1.040866	1.811221	0.931177	0.998463	1.813125	0.959374	
1.890005	0.946425	1.042385	1.940548	0.931405	1.004290	1.818512	0.972431	
1.963396	0.932898	1.014233	1.973403	0.947351	0.997043	1.916564	0.969601	
1.691622	0.939770	1.049184	1.935175	0.949669	1.004874	1.906996	0.965474	
1.795561	0.932545	1.068918	1.694708	0.934482	1.004519	1.715887	0.971815	
1.580680	0.943244	1.085512	1.817411	0.963278	1.005976	1.617421	0.967121	
1.593453	0.929240	1.061473	1.811098	0.986008	0.996666	1.543307	0.976913	
1.742705	0.927588	1.069098	1.894261	0.950171	1.005103	1.598772	0.945652	
1.551367	0.928409	1.048229	1.780652	0.933063	0.986871	1.546280	0.976560	
1.712846	0.937199	1.033782	1.910573	0.940957	0.992106	1.791315	0.958550	
1.838691	0.920177	1.047869	1.929728	0.936120	0.993957	1.791301	1.022776	
1.723568	0.915353	1.042234	1.936982	0.928636	1.006892	1.820526	0.941789	
1.905043	0.944533	1.050273	1.890055	0.930089	1.053776	1.833430	1.017039	
1.736292	0.928616	1.079705	1.875642	0.924518	1.000412	1.742768	0.961307	
1.840578	0.931686	1.088332	1.896660	0.930242	0.981934	1.723837	0.997703	
1.698688	0.906075	1.090709	1.905685	0.928417	0.989767	1.735354	0.974895	
1.795262	0.929149	1.033611	1.917207	0.947436	0.983726	1.786455	0.974579	
1.530337	0.943598	1.062479	1.907784	1.006867	0.993182	1.729360	0.970201	
1.813252	0.949927	1.058175	1.876542	0.939873	0.997662	1.822383	0.993934	
1.808066	0.941369	1.083365	1.619444	0.951599	0.991462	1.801850	0.995259	
1.801861	0.911883	1.061349	1.692366	0.939097	0.975212	1.367566	0.972986	
