bytes_written	total_items	curr_connections	threads	cmd_set	cmd_get	get_misses	get_hits	bytes_read
18081302603	3801333	33	8	4152404	14662900	1918209	12744691	2151912051	481857
18082600119	3801595	35	8	4152694	14664032	1918330	12745702	2151991965	481857
18083958661	3801859	30	8	4152982	14665165	1918453	12746712	2152072375	481857
18085638759	3802131	30	8	4153276	14666334	1918574	12747760	2152171510	481859
18087088068	3802379	34	8	4153553	14667404	1918670	12748734	2152246486	481858
18088551805	3802644	31	8	4153841	14668571	1918795	12749776	2152323502	481859
18089803716	3802897	25	8	4154117	14669640	1918907	12750733	2152394301	481859
18091175992	3803134	30	8	4154391	14670697	1919004	12751693	2152464115	481859
18092639899	3803390	29	8	4154675	14671826	1919127	12752699	2152538588	481859
18093932468	3803640	34	8	4154954	14672887	1919208	12753679	2152615054	481859
18095379817	3803906	28	8	4155269	14674026	1919305	12754721	2152692830	481859
18096734142	3804171	29	8	4155560	14675191	1919436	12755755	2152769803	481859
18098516438	3804435	31	8	4155862	14676309	1919540	12756769	2152847470	481858
18100334474	3804684	34	8	4156140	14677439	1919651	12757788	2152921976	481857
18101669370	3804950	18	8	4156440	14678570	1919769	12758801	2152999484	481857
18103274600	3805209	28	8	4156725	14679692	1919876	12759816	2153089949	481857
18104690979	3805461	30	8	4156994	14680777	1919989	12760788	2153167293	481857
18106328420	3805728	21	8	4157296	14681905	1920088	12761817	2153243689	481857
18107694913	3805982	30	8	4157573	14683025	1920194	12762831	2153317404	481857
18109005682	3806242	31	8	4157853	14684162	1920315	12763847	2153395082	481856
18110570462	3806500	27	8	4158134	14685244	1920409	12764835	2153468316	481856
18111895971	3806759	27	8	4158423	14686377	1920528	12765849	2153545520	481856
18113473446	3807022	31	8	4158710	14687544	1920660	12766884	2153625218	481856
18114828905	3807284	29	8	4158994	14688656	1920762	12767894	2153698753	481856
18116663754	3807543	33	8	4159275	14689794	1920876	12768918	2153775299	481855
18118080978	3807811	26	8	4159576	14690928	1920984	12769944	2153850467	481855
18119382552	3808070	27	8	4159863	14692032	1921099	12770933	2153927333	481853
18120921564	3808326	34	8	4160137	14693138	1921212	12771926	2154001724	481853
18122498292	3808592	29	8	4160436	14694298	1921325	12772973	2154078128	481853
18124018983	3808854	24	8	4160726	14695456	1921442	12774014	2154155359	481853
18125787132	3809111	28	8	4161019	14696591	1921561	12775030	2154230506	481853
18127239504	3809372	27	8	4161306	14697732	1921687	12776045	2154320038	481853
18128531214	3809632	34	8	4161595	14698850	1921800	12777050	2154397870	481852
18129917181	3809895	26	8	4161885	14699990	1921920	12778070	2154473182	481852
18131500333	3810152	28	8	4162165	14701122	1922035	12779087	2154554143	481851
