bytes_written	total_items	curr_connections	threads	cmd_set	cmd_get	get_misses	get_hits	bytes_read
18801340429	672955	19	8	671482	12267097	2126687	10140410	1810350086	386247
18801807262	672955	18	8	671482	12267458	2126736	10140722	1810368632	386247
18802234207	672955	14	8	671482	12267803	2126780	10141023	1810386431	386247
18802784538	672955	19	8	671482	12268169	2126830	10141339	1810405370	386247
18803479343	672955	18	8	671482	12268533	2126882	10141651	1810424094	386247
18804055849	672955	19	8	671482	12268878	2126927	10141951	1810441928	386247
18804511556	672955	16	8	671482	12269230	2126978	10142252	1810460205	386247
18805112104	672955	16	8	671482	12269603	2127036	10142567	1810479492	386247
18805697017	672955	19	8	671482	12269939	2127079	10142860	1810496827	386247
18806184583	672955	19	8	671482	12270286	2127127	10143159	1810515032	386247
18806662546	672955	19	8	671482	12270638	2127178	10143460	1810533267	386247
18807068116	672955	18	8	671482	12271009	2127236	10143773	1810552360	386247
18807684634	672955	19	8	671482	12271375	2127287	10144088	1810571195	386247
18808135644	672957	20	8	671484	12271738	2127338	10144400	1810592949	386246
18808715139	672957	18	8	671484	12272106	2127391	10144715	1810611865	386246
18809266168	672957	17	8	671484	12272467	2127440	10145027	1810630377	386246
18809961633	672957	17	8	671484	12272819	2127486	10145333	1810648637	386246
18810634537	672957	17	8	671484	12273179	2127529	10145650	1810667036	386246
18811288138	672957	16	8	671484	12273538	2127587	10145951	1810685711	386246
18811977633	672957	20	8	671484	12273914	2127641	10146273	1810705152	386246
18812764844	672957	18	8	671484	12274283	2127696	10146587	1810724268	386246
18813405094	672957	19	8	671484	12274669	2127750	10146919	1810744114	386246
18814064785	672957	18	8	671484	12275039	2127813	10147226	1810763184	386246
18814676048	672957	16	8	671484	12275395	2127859	10147536	1810781484	386246
18815193999	672957	22	8	671484	12275757	2127912	10147845	1810800198	386246
18815707729	672957	19	8	671484	12276127	2127963	10148164	1810819376	386246
18816363396	672957	14	8	671484	12276466	2128000	10148466	1810836635	386246
18816850947	672957	19	8	671484	12276806	2128038	10148768	1810854149	386246
