bytes_written	total_items	curr_connections	threads	cmd_set	cmd_get	get_misses	get_hits	bytes_read
18570176872	691114	19	8	693248	11471780	2164755	9307025	2289883679	365778
18570763245	691114	17	8	693248	11472109	2164802	9307307	2289916665	365778
18571259926	691114	13	8	693248	11472436	2164852	9307584	2289950009	365778
18571854649	691114	18	8	693248	11472776	2164906	9307870	2289984000	365778
18572423467	691114	15	8	693248	11473107	2164957	9308150	2290017788	365778
18572852496	691114	16	8	693248	11473439	2165009	9308430	2290050757	365778
18573339720	691114	15	8	693248	11473765	2165062	9308703	2290083543	365778
18573792087	691114	17	8	693248	11474100	2165112	9308988	2290117531	365778
18574558219	691114	17	8	693248	11474432	2165167	9309265	2290151009	365778
18575064387	691115	18	8	693249	11474793	2165219	9309574	2290229912	365777
18575882153	691115	18	8	693249	11475130	2165267	9309863	2290263796	365777
18576463343	691115	17	8	693249	11475442	2165308	9310134	2290296378	365777
18576899276	691115	19	8	693249	11475766	2165360	9310406	2290328958	365777
18577433715	691116	21	8	693250	11476118	2165417	9310701	2290363909	365777
18578026224	691116	17	8	693250	11476450	2165459	9310991	2290397162	365777
18578518524	691116	16	8	693250	11476764	2165506	9311258	2290429967	365777
18579200139	691116	17	8	693250	11477086	2165550	9311536	2290462556	365777
18579743245	691116	17	8	693250	11477436	2165616	9311820	2290496782	365777
18580217871	691116	15	8	693250	11477762	2165661	9312101	2290530150	365777
18580725356	691116	19	8	693250	11478099	2165712	9312387	2290563456	365777
18581320615	691116	17	8	693250	11478415	2165755	9312660	2290596080	365777
18581964422	691116	19	8	693250	11478749	2165799	9312950	2290629350	365777
18582437125	691117	16	8	693251	11479075	2165849	9313226	2290662619	365776
18583060153	691117	14	8	693251	11479410	2165903	9313507	2290696368	365776
18583570263	691117	21	8	693251	11479753	2165964	9313789	2290729995	365776
18584179649	691117	17	8	693251	11480090	2166004	9314086	2290763961	365776
18584773455	691117	13	8	693251	11480411	2166061	9314350	2290796474	365776
18585298185	691117	17	8	693251	11480736	2166113	9314623	2290829406	365776
18585792409	691117	20	8	693251	11481085	2166168	9314917	2290863260	365776
18586523765	691117	16	8	693251	11481406	2166217	9315189	2290895514	365776
18587095731	691117	18	8	693251	11481712	2166257	9315455	2290926328	365776
18587468586	691117	17	8	693251	11482028	2166310	9315718	2290958571	365776
18587971695	691117	14	8	693251	11482351	2166350	9316001	2290991150	365776
18588514291	691117	15	8	693251	11482653	2166394	9316259	2291021638	365776
18589085013	691117	21	8	693251	11482975	2166454	9316521	2291052766	365776
18589576468	691117	18	8	693251	11483293	2166504	9316789	2291085724	365776
18589948540	691117	14	8	693251	11483594	2166542	9317052	2291116625	365776
18590419062	691117	16	8	693251	11483909	2166596	9317313	2291147966	365776
18590851609	691117	21	8	693251	11484219	2166647	9317572	2291179416	365776
18591395727	691117	17	8	693251	11484532	2166696	9317836	2291211603	365776
18591834079	691117	12	8	693251	11484859	2166755	9318104	2291243702	365776
18592273638	691117	18	8	693251	11485182	2166802	9318380	2291275624	365776
18593010764	691117	15	8	693251	11485510	2166850	9318660	2291308839	365776
18593394227	691117	18	8	693251	11485830	2166903	9318927	2291340644	365776
18594048860	691117	16	8	693251	11486134	2166948	9319186	2291371584	365776
18594645980	691117	17	8	693251	11486453	2166989	9319464	2291403408	365776
18595278690	691117	15	8	693251	11486769	2167025	9319744	2291435414	365776
18596083109	691117	16	8	693251	11487093	2167078	9320015	2291467224	365776
18596651109	691117	19	8	693251	11487425	2167127	9320298	2291499694	365776
18597295461	691117	17	8	693251	11487751	2167176	9320575	2291532164	365776
18597869546	691117	16	8	693251	11488066	2167220	9320846	2291563602	365776
18598346567	691117	17	8	693251	11488378	2167263	9321115	2291595387	365776
18598981880	691117	16	8	693251	11488705	2167307	9321398	2291628024	365776
18599407123	691117	15	8	693251	11489023	2167363	9321660	2291660100	365776
18599819115	691117	18	8	693251	11489339	2167419	9321920	2291691750	365776
18600408394	691117	20	8	693251	11489659	2167468	9322191	2291723927	365776
18601111051	691117	14	8	693251	11489981	2167514	9322467	2291756560	365776
18601667061	691117	16	8	693251	11490306	2167561	9322745	2291788172	365776
18602251401	691117	17	8	693251	11490633	2167615	9323018	2291820982	365776
18602888343	691117	15	8	693251	11490977	2167674	9323303	2291854695	365776
18603406283	691117	17	8	693251	11491284	2167710	9323574	2291885544	365776
18603957557	691117	19	8	693251	11491594	2167754	9323840	2291916459	365776
18604525555	691117	17	8	693251	11491929	2167803	9324126	2291949614	365776
18605053036	691117	16	8	693251	11492236	2167845	9324391	2291981168	365776
18605602168	691117	18	8	693251	11492560	2167901	9324659	2292013147	365776
18606176563	691117	16	8	693251	11492879	2167950	9324929	2292045485	365776
18606790905	691117	17	8	693251	11493207	2167999	9325208	2292077463	365776
18607322794	691117	17	8	693251	11493506	2168038	9325468	2292108872	365776
18607850511	691117	15	8	693251	11493835	2168087	9325748	2292141071	365776
18608215866	691117	19	8	693251	11494152	2168132	9326020	2292173322	365776
18608778085	691117	14	8	693251	11494478	2168184	9326294	2292205783	365776
18609295408	691117	16	8	693251	11494790	2168229	9326561	2292236646	365776
18609813774	691117	20	8	693251	11495124	2168274	9326850	2292269853	365776
18610358189	691117	12	8	693251	11495444	2168322	9327122	2292302585	365776
18610809391	691117	15	8	693251	11495738	2168367	9327371	2292332640	365776
18611529092	691117	19	8	693251	11496067	2168416	9327651	2292365117	365776
18612348273	691117	19	8	693251	11496397	2168464	9327933	2292397525	365776
18612833918	691119	13	8	693253	11496703	2168514	9328189	2292442369	365774
18613440117	691119	16	8	693253	11497034	2168569	9328465	2292474871	365774
18614037614	691119	17	8	693253	11497375	2168628	9328747	2292508490	365774
18614609619	691119	16	8	693253	11497684	2168676	9329008	2292539684	365774
18615282473	691119	16	8	693253	11497999	2168722	9329277	2292571066	365774
18615996788	691121	15	8	693255	11498347	2168780	9329567	2292604338	365773
18616573415	691121	17	8	693255	11498677	2168832	9329845	2292637751	365773
18617141023	691121	18	8	693255	11498996	2168877	9330119	2292669455	365773
18617824091	691121	17	8	693255	11499312	2168932	9330380	2292700980	365773
18618325884	691121	16	8	693255	11499620	2168970	9330650	2292732340	365773
18618997199	691121	16	8	693255	11499948	2169020	9330928	2292765051	365773
18619458116	691121	17	8	693255	11500269	2169072	9331197	2292796839	365773
18620041923	691121	15	8	693255	11500591	2169116	9331475	2292829014	365773
18620706835	691121	18	8	693255	11500913	2169165	9331748	2292860579	365773
18621238350	691121	17	8	693255	11501223	2169204	9332019	2292892125	365773
18621949368	691121	16	8	693255	11501562	2169254	9332308	2292925139	365773
18622340769	691121	15	8	693255	11501872	2169300	9332572	2292956843	365773
18622866903	691121	17	8	693255	11502181	2169341	9332840	2292987794	365773
18623327615	691121	16	8	693255	11502503	2169385	9333118	2293020366	365773
18623821034	691121	15	8	693255	11502824	2169433	9333391	2293052453	365773
18624364807	691121	16	8	693255	11503144	2169482	9333662	2293084388	365773
18625102133	691121	19	8	693255	11503495	2169532	9333963	2293118107	365773
18625721728	691121	16	8	693255	11503808	2169578	9334230	2293149872	365773
18626138008	691121	17	8	693255	11504140	2169632	9334508	2293182170	365773
18626670063	691121	19	8	693255	11504461	2169681	9334780	2293214378	365773
18627192428	691121	17	8	693255	11504782	2169736	9335046	2293246217	365773
18627750035	691121	14	8	693255	11505088	2169779	9335309	2293276635	365773
18628229512	691121	21	8	693255	11505419	2169827	9335592	2293309487	365773
18628790715	691121	18	8	693255	11505740	2169872	9335868	2293341684	365773
18629235551	691121	17	8	693255	11506063	2169935	9336128	2293373461	365773
18629812189	691121	17	8	693255	11506378	2169983	9336395	2293404902	365773
18630326274	691121	18	8	693255	11506739	2170045	9336694	2293439204	365773
18631002158	691121	14	8	693255	11507048	2170090	9336958	2293470736	365773
18631690037	691121	14	8	693255	11507362	2170135	9337227	2293502004	365773
18632473753	691121	20	8	693255	11507705	2170185	9337520	2293534843	365773
18633004805	691121	18	8	693255	11508023	2170232	9337791	2293567024	365773
18633519557	691121	14	8	693255	11508334	2170281	9338053	2293598863	365773
18634037425	691121	16	8	693255	11508654	2170330	9338324	2293630497	365773
18634616997	691121	22	8	693255	11508987	2170381	9338606	2293663574	365773
18634990171	691121	14	8	693255	11509304	2170436	9338868	2293695054	365773
18635432114	691121	14	8	693255	11509603	2170477	9339126	2293725269	365773
18635809041	691121	19	8	693255	11509921	2170539	9339382	2293757575	365773
18636376363	691121	19	8	693255	11510241	2170583	9339658	2293789996	365773
18636780506	691121	14	8	693255	11510543	2170628	9339915	2293821374	365773
18637098958	691121	17	8	693255	11510864	2170679	9340185	2293852584	365773
18637581019	691121	18	8	693255	11511195	2170730	9340465	2293885474	365773
18638131985	691121	16	8	693255	11511508	2170777	9340731	2293917148	365773
18638411687	691121	17	8	693255	11511822	2170831	9340991	2293948862	365773
18639014724	691121	18	8	693255	11512156	2170892	9341264	2293981828	365773
18639539566	691121	14	8	693255	11512479	2170950	9341529	2294013980	365773
18640039740	691121	18	8	693255	11512799	2171001	9341798	2294045633	365773
18640482774	691121	15	8	693255	11513124	2171047	9342077	2294078585	365773
18640840768	691121	16	8	693255	11513448	2171096	9342352	2294110189	365773
18641416158	691121	17	8	693255	11513773	2171155	9342618	2294142571	365773
18641958066	691121	17	8	693255	11514102	2171210	9342892	2294175138	365773
18642682214	691121	19	8	693255	11514431	2171260	9343171	2294207852	365773
18643300769	691121	15	8	693255	11514750	2171300	9343450	2294239479	365773
18643964467	691121	17	8	693255	11515078	2171346	9343732	2294271425	365773
18644542579	691121	17	8	693255	11515400	2171386	9344014	2294303842	365773
18645122272	691121	13	8	693255	11515720	2171439	9344281	2294335890	365773
18645787330	691121	15	8	693255	11516031	2171484	9344547	2294367178	365773
18646414680	691121	19	8	693255	11516363	2171528	9344835	2294399680	365773
18646692845	691121	13	8	693255	11516667	2171575	9345092	2294431246	365773
18647271000	691121	18	8	693255	11516972	2171615	9345357	2294462162	365773
18647971634	691121	15	8	693255	11517286	2171657	9345629	2294493685	365773
18648542538	691121	18	8	693255	11517624	2171711	9345913	2294526868	365773
18649266337	691121	15	8	693255	11517938	2171758	9346180	2294558484	365773
18649683425	691121	17	8	693255	11518255	2171803	9346452	2294590317	365773
18650264513	691121	18	8	693255	11518580	2171848	9346732	2294622324	365773
18650695495	691121	15	8	693255	11518892	2171890	9347002	2294654467	365773
18651347373	691121	16	8	693255	11519205	2171944	9347261	2294686218	365773
18651763908	691121	22	8	693255	11519528	2171990	9347538	2294717824	365773
18652263264	691121	18	8	693255	11519841	2172033	9347808	2294749979	365773
18652844803	691121	14	8	693255	11520169	2172091	9348078	2294782387	365773
18653378524	691121	19	8	693255	11520492	2172149	9348343	2294814357	365773
18653980691	691121	15	8	693255	11520834	2172217	9348617	2294848206	365773
18654534295	691121	18	8	693255	11521143	2172256	9348887	2294879549	365773
18655077104	691121	16	8	693255	11521462	2172310	9349152	2294911221	365773
18655568818	691121	18	8	693255	11521780	2172360	9349420	2294943046	365773
18656185538	691121	19	8	693255	11522134	2172416	9349718	2294977231	365773
18656821326	691121	15	8	693255	11522443	2172461	9349982	2295008571	365773
18657555577	691121	18	8	693255	11522762	2172504	9350258	2295039888	365773
18658015457	691121	19	8	693255	11523101	2172560	9350541	2295073319	365773
18658418737	691121	12	8	693255	11523410	2172608	9350802	2295105180	365773
18658875824	691121	15	8	693255	11523721	2172655	9351066	2295136270	365773
18659350117	691121	20	8	693255	11524045	2172694	9351351	2295168086	365773
18659917174	691121	18	8	693255	11524373	2172746	9351627	2295200812	365773
18660529670	691121	14	8	693255	11524671	2172786	9351885	2295231711	365773
18661364596	691121	16	8	693255	11525004	2172832	9352172	2295263994	365773
18661705353	691121	18	8	693255	11525328	2172872	9352456	2295296476	365773
18662460365	691121	15	8	693255	11525641	2172920	9352721	2295328216	365773
18662760398	691121	19	8	693255	11525942	2172958	9352984	2295358786	365773
18663253525	691121	18	8	693255	11526255	2172997	9353258	2295390782	365773
18663823291	691121	15	8	693255	11526599	2173052	9353547	2295423976	365773
18664377898	691121	14	8	693255	11526894	2173089	9353805	2295454529	365773
18664737174	691121	17	8	693255	11527198	2173138	9354060	2295485610	365773
18665481623	691121	16	8	693255	11527540	2173194	9354346	2295519390	365773
18665881530	691121	13	8	693255	11527849	2173241	9354608	2295551110	365773
18666526339	691121	15	8	693255	11528167	2173285	9354882	2295582620	365773
18666961803	691121	18	8	693255	11528493	2173339	9355154	2295615004	365773
18667717574	691121	18	8	693255	11528816	2173392	9355424	2295647297	365773
18668236560	691121	17	8	693255	11529129	2173442	9355687	2295678843	365773
18668974010	691121	19	8	693255	11529452	2173489	9355963	2295711108	365773
18669567921	691121	17	8	693255	11529777	2173537	9356240	2295743651	365773
18670082217	691121	15	8	693255	11530100	2173591	9356509	2295775276	365773
18670655073	691121	17	8	693255	11530401	2173633	9356768	2295806269	365773
18671015962	691121	15	8	693255	11530722	2173689	9357033	2295839137	365773
18671551935	691121	14	8	693255	11531033	2173725	9357308	2295870152	365773
18672036240	691121	16	8	693255	11531352	2173777	9357575	2295901744	365773
18672615187	691121	21	8	693255	11531696	2173834	9357862	2295935685	365773
18673111925	691121	15	8	693255	11532011	2173876	9358135	2295967149	365773
18673535977	691121	14	8	693255	11532319	2173923	9358396	2295998192	365773
18673994851	691121	18	8	693255	11532645	2173968	9358677	2296030742	365773
18674758011	691121	16	8	693255	11532967	2174015	9358952	2296062901	365773
18675244725	691121	16	8	693255	11533276	2174061	9359215	2296093824	365773
18676134339	691121	17	8	693255	11533601	2174099	9359502	2296125939	365773
18676666428	691121	19	8	693255	11533944	2174152	9359792	2296159615	365773
18677089846	691121	13	8	693255	11534226	2174192	9360034	2296189560	365773
18677741460	691121	20	8	693255	11534564	2174243	9360321	2296222177	365773
18678233150	691121	16	8	693255	11534888	2174296	9360592	2296254484	365773
18678781358	691121	15	8	693255	11535203	2174347	9360856	2296286311	365773
18679136226	691121	13	8	693255	11535505	2174393	9361112	2296316884	365773
18679616118	691121	15	8	693255	11535846	2174448	9361398	2296350587	365773
18680092754	691121	19	8	693255	11536167	2174496	9361671	2296383091	365773
18680525701	691121	15	8	693255	11536464	2174537	9361927	2296413497	365773
18680877670	691121	17	8	693255	11536773	2174581	9362192	2296444770	365773
18681480229	691121	16	8	693255	11537111	2174629	9362482	2296477997	365773
18682106472	691121	15	8	693255	11537426	2174674	9362752	2296509483	365773
18682573071	691121	18	8	693255	11537764	2174733	9363031	2296542295	365773
18683062932	691121	16	8	693255	11538099	2174788	9363311	2296575066	365773
18683614408	691121	16	8	693255	11538438	2174839	9363599	2296608091	365773
18684371224	691121	18	8	693255	11538776	2174890	9363886	2296640628	365773
18684800324	691122	15	8	693256	11539082	2174931	9364151	2296672083	365772
18685376812	691122	17	8	693256	11539421	2174982	9364439	2296705244	365772
18686061407	691122	18	8	693256	11539743	2175025	9364718	2296737486	365772
18686582623	691122	17	8	693256	11540049	2175067	9364982	2296768769	365772
18687199360	691122	17	8	693256	11540378	2175121	9365257	2296800987	365772
18687927576	691122	19	8	693256	11540713	2175169	9365544	2296833891	365772
18688553568	691122	15	8	693256	11541034	2175221	9365813	2296866115	365772
18688976437	691122	17	8	693256	11541358	2175278	9366080	2296898004	365772
18689536326	691122	17	8	693256	11541681	2175328	9366353	2296930574	365772
18690098233	691122	15	8	693256	11542002	2175379	9366623	2296962911	365772
18690655219	691122	16	8	693256	11542319	2175423	9366896	2296994325	365772
18691146244	691122	19	8	693256	11542647	2175475	9367172	2297026337	365772
18691901888	691122	17	8	693256	11542974	2175524	9367450	2297059372	365772
18692418049	691122	16	8	693256	11543298	2175578	9367720	2297090924	365772
18693163819	691122	17	8	693256	11543613	2175625	9367988	2297122773	365772
18693709593	691122	19	8	693256	11543948	2175687	9368261	2297155607	365772
18694144857	691122	13	8	693256	11544256	2175734	9368522	2297187599	365772
18694622551	691122	12	8	693256	11544562	2175776	9368786	2297218783	365772
18695415343	691122	17	8	693256	11544895	2175822	9369073	2297251210	365772
18695952772	691122	18	8	693256	11545219	2175877	9369342	2297283683	365772
18696440156	691122	17	8	693256	11545533	2175935	9369598	2297315004	365772
18696928891	691122	14	8	693256	11545857	2175980	9369877	2297347684	365772
18697479094	691122	15	8	693256	11546196	2176029	9370167	2297380611	365772
18697998788	691122	16	8	693256	11546521	2176087	9370434	2297412553	365772
18698507772	691122	18	8	693256	11546854	2176148	9370706	2297445018	365772
18699142115	691122	19	8	693256	11547161	2176192	9370969	2297476684	365772
18699773608	691122	17	8	693256	11547493	2176242	9371251	2297509285	365772
18700459473	691122	16	8	693256	11547808	2176289	9371519	2297541248	365772
18701154713	691122	20	8	693256	11548157	2176338	9371819	2297574571	365772
18701596145	691122	15	8	693256	11548479	2176390	9372089	2297606651	365772
18702131220	691122	14	8	693256	11548806	2176442	9372364	2297638678	365772
18702525995	691122	16	8	693256	11549119	2176479	9372640	2297670038	365772
18703016822	691122	16	8	693256	11549431	2176528	9372903	2297701795	365772
18703538025	691122	14	8	693256	11549752	2176580	9373172	2297734243	365772
18704182175	691122	17	8	693256	11550077	2176626	9373451	2297765958	365772
18704764822	691122	16	8	693256	11550402	2176670	9373732	2297798280	365772
18705439812	691122	17	8	693256	11550739	2176720	9374019	2297831458	365772
18705948685	691122	17	8	693256	11551074	2176776	9374298	2297863857	365772
18706474263	691122	17	8	693256	11551405	2176837	9374568	2297896672	365772
18707090173	691122	16	8	693256	11551719	2176883	9374836	2297928459	365772
18707620268	691122	17	8	693256	11552039	2176925	9375114	2297960012	365772
18708293505	691122	17	8	693256	11552355	2176975	9375380	2297991838	365772
18708962367	691122	16	8	693256	11552708	2177042	9375666	2298026056	365772
18709395475	691122	16	8	693256	11553031	2177082	9375949	2298058517	365772
18709970022	691122	17	8	693256	11553331	2177127	9376204	2298088836	365772
18710592622	691122	17	8	693256	11553653	2177178	9376475	2298120949	365772
