Master	Node 1	Node 2	Node 3	Node 4	Node 5	Node 6	Node 7
1.398666	0.957338	1.048826	1.668652	1.030987	1.005228	1.574637	0.990918	
1.493065	0.921157	1.043379	1.431367	0.947847	0.967565	1.257118	1.137986	
1.645175	0.931567	1.010007	1.360508	0.950926	0.965593	1.452716	1.003499	
1.579999	0.947997	1.070689	1.634070	1.219128	1.012826	1.484392	1.343829	
1.473175	0.930493	1.033147	1.502335	0.917623	1.034606	1.469530	1.009270	
1.481522	0.932912	1.028706	1.431537	0.920989	0.972307	1.471426	0.946103	
1.196258	0.911367	1.019572	1.352205	0.935374	0.984152	1.413338	0.955747	
1.726696	0.935623	1.046826	1.656577	0.930457	1.051737	1.495156	0.960779	
1.343923	0.886242	1.047103	1.505161	0.924572	1.006894	1.270507	1.028785	
1.292631	0.927467	1.007580	1.576735	0.931500	0.968379	1.200459	0.944405	
1.373352	0.902070	1.044773	1.444033	0.945331	0.997618	1.311240	0.947087	
1.319131	0.921533	0.999055	1.408003	0.933242	0.961399	1.377133	0.944722	
1.458256	0.954851	1.027321	1.811180	0.986028	0.988120	1.392061	0.999969	
1.565463	0.912488	1.062180	1.476762	0.954426	0.969514	1.507059	0.980591	
1.553428	0.904772	1.025989	1.116191	0.945289	0.996825	1.433034	0.939267	
1.497658	0.920749	1.019711	1.487683	0.929527	0.983955	1.437222	0.969443	
1.332485	0.948336	1.017506	1.606033	0.944668	0.965800	1.319512	0.951010	
1.329692	0.932775	1.018627	1.676096	0.943696	0.979692	1.540861	0.975634	
1.363091	0.920254	1.038098	1.336905	0.931809	0.977915	1.337300	0.962312	
1.419281	0.920424	1.000360	1.447086	0.919100	0.961044	0.943324	0.957165	
1.479010	0.922879	1.058196	1.632064	0.935427	0.993633	1.481328	0.964810	
1.261179	0.919075	0.999638	1.449587	0.945069	0.985588	1.442388	0.948732	
1.496115	0.906977	0.975099	1.506314	0.937711	0.991052	1.503830	0.950076	
1.502188	0.913116	1.041820	1.521752	0.938281	0.979058	1.245294	0.984963	
1.545313	0.914658	1.040330	1.436498	0.945592	0.977771	1.292868	1.029184	
1.407751	0.935987	1.029589	1.306664	0.954019	0.994826	1.556333	0.957129	
1.409384	0.912307	0.966182	1.122554	0.927271	0.973071	1.034326	0.944138	
1.566991	0.924400	1.015574	1.442617	0.932918	0.955677	1.576108	1.012174	
1.239726	0.896461	1.032634	1.442013	0.935459	0.978728	1.470526	0.988873	
1.790489	0.919398	1.033886	1.569893	0.949025	0.974246	1.376073	0.969395	
1.325865	0.890831	1.041944	1.510434	0.945763	0.997874	1.460950	0.953773	
1.271849	0.926685	1.037104	1.506386	1.023324	0.960407	1.253989	0.962863	
1.428816	0.908585	1.013540	1.542305	0.937972	0.975147	1.251480	0.955522	
1.348123	0.918763	1.014746	1.353373	0.940942	0.970932	1.307106	0.949104	
1.576197	0.957717	1.033923	1.786874	0.946175	1.002810	1.662586	0.969353	
1.404341	0.915022	1.021168	1.338729	0.934053	0.983342	1.413600	0.979929	
1.576822	0.911660	0.987838	1.399503	0.939469	0.971293	1.332179	0.972075	
1.494201	0.925626	1.057403	1.471672	0.945076	0.985411	1.546305	0.996321	
1.361452	0.911287	1.023654	1.536167	0.921954	0.965009	1.314450	0.955015	
1.293599	0.915706	1.021512	1.277109	0.935805	0.968595	1.470163	0.955443	
1.332255	0.925121	1.028152	1.372911	0.931136	0.982532	1.345772	0.943350	
1.527132	0.912875	1.040872	1.708298	0.938767	0.991174	1.563975	0.970247	
1.447738	0.928430	1.045531	1.559294	0.937795	1.046147	1.319643	0.991852	
1.110751	0.905441	0.965580	1.366576	0.949021	0.973323	1.216014	0.947102	
1.548698	0.905640	1.048541	1.540590	0.923431	0.981994	1.474476	0.981699	
1.318340	0.880558	1.001419	1.461508	0.935471	0.992302	1.226007	0.947975	
1.569606	0.936467	1.039535	1.456807	0.937494	0.989121	1.430319	0.956334	
1.263775	0.923902	1.034152	1.538052	0.932752	0.983718	1.278564	0.979081	
1.540575	0.944640	1.042315	1.564176	0.950352	0.983578	1.312185	0.974624	
1.320361	0.906010	1.049653	1.625674	0.937558	0.986099	1.364889	0.954391	
1.507742	0.919468	1.010549	1.368652	0.927401	0.995379	1.208333	0.945376	
1.508855	0.924631	1.058979	1.664949	0.996868	0.982376	1.436864	0.977697	
1.330638	0.917383	1.038170	1.448951	0.934695	0.982547	1.526753	0.972669	
1.558039	0.897420	1.029098	1.472616	0.943311	1.010187	1.348415	0.951722	
1.333435	0.898950	1.056104	1.398614	0.920558	1.035147	1.490234	0.954919	
1.206948	0.903799	1.001463	1.483543	0.944631	0.977352	1.216705	0.950224	
1.444669	0.938230	0.981937	1.596574	0.934133	0.986720	1.830641	0.951781	
1.340522	0.917141	1.011772	1.190767	0.925964	0.975164	1.257503	0.940094	
1.581980	0.933436	1.030918	1.707946	0.995161	0.968226	1.529877	0.955732	
1.444141	0.916855	1.050789	1.484448	0.926700	0.997025	1.486720	1.015949	
1.223160	0.924128	0.991891	1.473992	0.957840	0.992645	1.352732	0.952955	
1.451835	0.910786	1.050258	1.360261	0.936428	1.015861	1.398508	0.974980	
1.469013	0.921956	1.031438	1.643307	0.933632	0.996196	1.218756	0.934551	
1.592963	0.928442	1.049883	1.350039	0.938128	0.990882	1.628227	0.961169	
1.402995	0.904890	1.034272	1.473950	0.938605	0.975869	1.336887	0.948959	
1.529086	0.881023	1.011864	1.202546	0.919880	0.983025	1.290013	0.935247	
1.297183	0.938865	1.047047	1.752604	0.945074	0.979017	1.432139	0.958638	
1.354635	0.929824	1.010255	1.534431	0.940102	0.962721	1.296025	0.994504	
1.564483	0.907899	1.030602	1.503057	0.929171	0.983923	1.276326	0.958086	
1.295881	0.931070	1.029529	1.366412	0.943729	0.962501	1.259427	0.952780	
1.421007	0.934664	1.037199	1.661739	1.032826	0.967679	1.404626	0.966976	
1.272462	0.914968	1.030486	1.488843	0.933701	0.981482	1.468610	0.963932	
1.479696	0.919716	1.008858	1.484018	0.940550	0.967545	1.342370	0.954541	
1.518115	0.919000	1.057318	1.631093	0.934215	0.971630	1.507651	0.967043	
1.344622	0.906542	1.031195	1.284701	0.984505	0.974978	1.449368	1.018692	
1.243299	0.920111	0.989631	1.456008	0.940143	0.976215	1.334244	0.965454	
1.394187	0.911737	1.008292	1.642013	0.941405	0.992442	1.343794	0.945631	
1.342690	0.942919	1.024327	1.483567	0.922716	1.045025	1.609022	0.963821	
1.442720	0.911424	1.018327	1.550619	0.916831	0.977853	1.360084	0.965882	
1.351285	0.913421	1.032916	1.517365	0.941343	0.982184	1.242987	0.943981	
1.568744	0.934077	1.024632	1.478630	0.925808	0.985030	1.379510	0.957036	
1.288464	0.927673	1.036407	1.426511	0.923403	1.053427	1.551405	0.965006	
1.626643	0.919359	1.003245	1.376324	0.925440	0.984829	1.307700	0.974469	
1.395411	0.925775	1.054025	1.682472	0.942262	0.983842	1.285333	0.965906	
1.443279	0.894395	1.058114	1.478388	0.946937	0.995395	1.529862	0.972312	
1.405097	0.957184	1.030185	1.668677	0.932299	0.983759	1.509427	0.968422	
