bytes_written	total_items	curr_connections	threads	cmd_set	cmd_get	get_misses	get_hits	bytes_read
21639884195	4423332	19	8	4837696	17382379	2186683	15195696	2331818190	481776
21640654541	4423453	18	8	4837830	17382909	2186740	15196169	2331853149	481776
21641294708	4423573	13	8	4837962	17383436	2186791	15196645	2331887607	481776
21641958998	4423691	17	8	4838103	17383974	2186837	15197137	2331923295	481776
21642724204	4423811	19	8	4838242	17384504	2186887	15197617	2331958399	481776
21643340161	4423927	18	8	4838364	17385013	2186938	15198075	2331991624	481776
21644101568	4424044	15	8	4838490	17385518	2186984	15198534	2332024894	481776
21644940781	4424166	16	8	4838627	17386064	2187037	15199027	2332060705	481776
21645835389	4424283	19	8	4838752	17386593	2187086	15199507	2332094802	481776
21646692823	4424398	19	8	4838878	17387107	2187136	15199971	2332128821	481776
21647388075	4424516	19	8	4839014	17387647	2187188	15200459	2332164134	481776
21648157785	4424638	19	8	4839149	17388188	2187239	15200949	2332199484	481776
21648731225	4424752	16	8	4839274	17388676	2187283	15201393	2332231826	481776
21649566124	4424874	19	8	4839413	17389205	2187329	15201876	2332266951	481776
21650285194	4424992	18	8	4839550	17389736	2187387	15202349	2332302237	481776
21651015200	4425112	15	8	4839692	17390264	2187444	15202820	2332337446	481776
21651590104	4425225	17	8	4839827	17390793	2187496	15203297	2332372294	481776
21652261175	4425346	16	8	4839971	17391312	2187545	15203767	2332407100	481776
21653039527	4425464	13	8	4840111	17391840	2187592	15204248	2332442016	481776
21653712149	4425581	19	8	4840244	17392353	2187640	15204713	2332476073	481776
21654270466	4425697	18	8	4840376	17392861	2187690	15205171	2332509902	481776
21654845051	4425817	19	8	4840510	17393386	2187747	15205639	2332544724	481776
21655552201	4425938	16	8	4840643	17393918	2187795	15206123	2332579375	481776
21656098021	4426055	17	8	4840773	17394419	2187842	15206577	2332612616	481776
21656900121	4426169	20	8	4840897	17394921	2187887	15207034	2332645658	481776
21657449350	4426293	18	8	4841029	17395459	2187949	15207510	2332680959	481776
21658030372	4426412	13	8	4841150	17395970	2188007	15207963	2332714079	481776
21658700257	4426526	17	8	4841273	17396510	2188065	15208445	2332748894	481776
21659400815	4426644	20	8	4841409	17397041	2188116	15208925	2332783885	481776
21660102638	4426758	18	8	4841530	17397518	2188163	15209355	2332815338	481776
21660671449	4426867	17	8	4841643	17398008	2188218	15209790	2332847160	481776
21661403100	4426981	21	8	4841775	17398511	2188263	15210248	2332880506	481776
21661944031	4427100	14	8	4841904	17399027	2188322	15210705	2332914593	481776
