bytes_written	total_items	curr_connections	threads	cmd_set	cmd_get	get_misses	get_hits	bytes_read
17074405181	672836	15	8	671363	11218205	1980968	9237237	1755635865	386351
17074768971	672836	15	8	671363	11218491	1981006	9237485	1755650433	386351
17075546915	672836	15	8	671363	11218793	1981055	9237738	1755666093	386351
17075995016	672836	16	8	671363	11219078	1981098	9237980	1755680861	386351
17076433748	672836	18	8	671363	11219365	1981138	9238227	1755695824	386351
17076827314	672836	18	8	671363	11219648	1981181	9238467	1755710403	386351
17077546384	672836	17	8	671363	11219932	1981212	9238720	1755725153	386351
17078076013	672836	20	8	671363	11220205	1981243	9238962	1755739047	386351
17078561643	672836	19	8	671363	11220513	1981284	9239229	1755754709	386351
17079067992	672836	22	8	671363	11220812	1981323	9239489	1755770131	386351
17079692014	672836	19	8	671363	11221103	1981364	9239739	1755785168	386351
17080203394	672836	20	8	671363	11221409	1981404	9240005	1755800756	386351
17080617760	672836	16	8	671363	11221704	1981449	9240255	1755816038	386351
17081136225	672836	19	8	671363	11222012	1981494	9240518	1755831864	386351
17081638142	672836	17	8	671363	11222287	1981527	9240760	1755846116	386351
17082257539	672836	14	8	671363	11222578	1981563	9241015	1755860947	386351
17082790065	672836	12	8	671363	11222829	1981590	9241239	1755873940	386351
17083245551	672836	15	8	671363	11223098	1981622	9241476	1755887739	386351
17083821521	672836	13	8	671363	11223366	1981656	9241710	1755901471	386351
17084198718	672836	17	8	671363	11223644	1981693	9241951	1755915783	386351
17084505761	672836	16	8	671363	11223898	1981733	9242165	1755929039	386351
17085070832	672836	18	8	671363	11224184	1981765	9242419	1755943403	386351
17085634338	672836	18	8	671363	11224450	1981801	9242649	1755957185	386351
17086162228	672836	19	8	671363	11224724	1981839	9242885	1755971378	386351
17086489829	672836	17	8	671363	11224999	1981885	9243114	1755985665	386351
17086780078	672836	19	8	671363	11225268	1981928	9243340	1755999676	386351
17087301829	672836	17	8	671363	11225537	1981962	9243575	1756013472	386351
17087726676	672836	20	8	671363	11225810	1981992	9243818	1756027408	386351
17088210858	672836	17	8	671363	11226074	1982028	9244046	1756041070	386351
17088851318	672836	16	8	671363	11226364	1982063	9244301	1756055759	386351
17089139097	672836	16	8	671363	11226613	1982092	9244521	1756068568	386351
17089702905	672836	17	8	671363	11226900	1982135	9244765	1756083500	386351
17090154129	672836	15	8	671363	11227148	1982169	9244979	1756096388	386351
17090606074	672836	14	8	671363	11227420	1982203	9245217	1756110299	386351
17091059324	672836	14	8	671363	11227700	1982244	9245456	1756124614	386351
17091585401	672836	14	8	671363	11227976	1982279	9245697	1756138953	386351
17092106330	672836	16	8	671363	11228242	1982312	9245930	1756152520	386351
17092513447	672836	16	8	671363	11228537	1982363	9246174	1756167745	386351
17092872113	672836	20	8	671363	11228823	1982408	9246415	1756182572	386351
17093239890	672836	18	8	671363	11229089	1982444	9246645	1756196331	386351
17093595052	672836	17	8	671363	11229352	1982481	9246871	1756210031	386351
17093923701	672836	17	8	671363	11229614	1982515	9247099	1756223552	386351
17094392058	672836	17	8	671363	11229881	1982551	9247330	1756237248	386351
17094649010	672836	19	8	671363	11230153	1982589	9247564	1756251173	386351
17095095766	672836	16	8	671363	11230433	1982634	9247799	1756265766	386351
17095479261	672836	21	8	671363	11230694	1982668	9248026	1756279331	386351
17095888996	672836	17	8	671363	11230948	1982701	9248247	1756292457	386351
17096394806	672836	19	8	671363	11231234	1982747	9248487	1756307288	386351
17096820301	672836	14	8	671363	11231507	1982790	9248717	1756321415	386351
17097418081	672836	17	8	671363	11231783	1982822	9248961	1756335565	386351
17097871610	672836	15	8	671363	11232068	1982864	9249204	1756350236	386351
17098367116	672836	15	8	671363	11232344	1982898	9249446	1756364321	386351
17099003200	672836	15	8	671363	11232608	1982935	9249673	1756377975	386351
17099632087	672836	17	8	671363	11232887	1982972	9249915	1756392421	386351
17100051260	672836	16	8	671363	11233163	1983014	9250149	1756406604	386351
17100569796	672836	20	8	671363	11233441	1983052	9250389	1756420821	386351
17101115358	672836	16	8	671363	11233719	1983095	9250624	1756435275	386351
17101650027	672836	18	8	671363	11233987	1983133	9250854	1756449192	386351
17102041043	672836	16	8	671363	11234249	1983173	9251076	1756462767	386351
17102516903	672836	18	8	671363	11234532	1983227	9251305	1756477502	386351
