Master	Node 1	Node 2	Node 3	Node 4	Node 5	Node 6	Node 7
1.303139	0.935924	1.070304	1.336388	0.985041	1.022446	1.613056	0.991656	
1.707782	0.943268	0.991800	1.421800	0.975284	0.996464	1.299058	0.975296	
1.432818	0.943327	1.065420	1.616204	0.931343	1.144982	1.520785	1.014847	
1.568392	0.920737	1.040553	1.410708	1.122658	0.989869	1.367942	0.969374	
1.223603	0.946112	1.046114	1.903730	0.963069	1.091025	1.539454	1.159199	
1.511279	0.917698	1.040763	1.384051	0.919688	0.976503	1.391030	0.973167	
1.253608	0.903448	1.008840	1.425436	0.946273	0.975443	1.175828	0.935404	
1.590569	0.913387	1.049914	1.713679	0.922902	0.992379	1.697125	0.992782	
1.140001	0.888182	1.007165	1.579415	0.913129	0.966806	1.350468	0.954469	
1.691252	0.910038	0.975584	1.462400	0.990575	0.975710	1.633863	1.017223	
1.571513	0.913195	1.062776	1.630299	0.939184	0.990400	1.412576	0.973879	
1.509604	0.889636	1.062920	1.667593	0.924505	0.977551	1.378372	0.958894	
1.434622	0.899342	1.049275	1.477217	0.948423	0.989913	1.423536	0.962013	
1.264596	0.920053	1.006153	1.532256	0.921180	0.994009	1.457021	0.951605	
1.437825	0.915442	1.030339	1.648806	0.935680	0.964929	1.341049	0.986948	
1.687017	0.906324	1.036853	1.749080	0.927385	0.987543	1.410887	0.954368	
1.553552	0.940982	1.066109	1.569725	0.942331	0.986455	1.513068	1.005854	
1.360416	0.916436	1.048715	1.568816	0.928938	0.977992	1.342023	0.998762	
1.491812	0.895973	1.033036	1.483722	0.941696	0.990736	1.382480	0.946656	
1.497753	0.914240	1.043018	1.360105	0.924418	0.978351	1.601590	0.949736	
1.676835	0.924390	1.048738	1.665440	0.939329	0.982562	1.654531	0.958711	
1.430832	0.933130	1.048087	1.704292	0.921193	0.987727	1.604029	0.950884	
1.443628	0.900516	1.030457	1.328318	0.941007	0.965469	1.278286	0.960065	
1.440950	0.891611	1.034690	1.490391	0.935280	0.980242	1.244892	0.968460	
1.254623	0.928304	1.033744	1.583228	0.921394	0.967419	1.426234	0.954852	
1.354190	0.939538	1.015501	1.822961	0.924161	0.985959	1.595485	0.942581	
1.610167	0.934554	1.012299	1.468492	0.918552	0.991800	1.654886	0.991882	
1.825717	0.923858	1.042099	1.615447	0.921091	0.986385	1.250584	0.951570	
1.632927	0.898672	1.053556	1.575356	1.018381	0.978644	1.476604	0.970896	
1.427849	0.922824	1.074361	1.465460	0.939822	0.987542	1.469156	0.959952	
1.230704	0.888934	0.993042	1.315738	0.937406	0.969568	1.540094	0.962033	
